,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalEarned,PreviousMedals,NOC_advantage,Height_div_avg,Weight_div_avg,Age_div_avg
231980,116381,"Terence Allman ""Terry"" Sullivan",M,24.0,155.0,58.0,Rhodesia,RHO,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-26.24,-20.02,-0.04
232054,116414,Adille Sumariwalla,M,21.0,168.0,67.0,India,IND,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,0,0.0,-14.53,-11.56,-3.27
232419,116592,Gunnar Mattias Sunneborn,M,25.0,187.0,85.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,,0,0,0.04,2.6,2.57,-0.59
232420,116592,Gunnar Mattias Sunneborn,M,29.0,187.0,85.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,0,0,0.05,2.21,0.73,3.23
232542,116641,Bruny Surin,M,21.0,180.0,81.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,,0,0,0.09,-2.42,1.82,-3.82
232543,116641,Bruny Surin,M,25.0,180.0,81.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,0.09,-3.59,0.69,-0.05
232545,116641,Bruny Surin,M,29.0,180.0,81.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,0.09,-4.4,-1.43,3.41
232547,116641,Bruny Surin,M,33.0,180.0,81.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,1,0.11,-4.79,-3.27,7.23
232576,116661,Erwin Heru Susanto,M,26.0,175.0,68.0,Indonesia,INA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,0.0,-9.79,-16.27,0.23
232702,116723,Matti Sutinen,M,30.0,181.0,70.0,Finland,FIN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Pole Vault,,0,0,0.12,-0.24,-8.02,5.96
232988,116868,Nereo N. Svara,M,24.0,188.0,87.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.03,6.76,8.98,-0.04
233112,116931,Per ke Bertil Svenson,M,23.0,185.0,73.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 1,500 metres",,0,0,0.09,2.16,-8.39,-1.39
233207,116984,Hryhoriy Sverbetov,M,25.0,183.0,76.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,0,0,0.24,1.67,-2.04,0.43
233323,117025,Petr Svoboda,M,23.0,195.0,90.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,9.86,4.63,-2.54
233324,117025,Petr Svoboda,M,31.0,195.0,90.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,9.9,5.82,5.18
233419,117063,Renelda Swan,M,18.0,178.0,70.0,Bermuda,BER,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,,0,0,0.0,-4.84,-11.39,-6.39
233444,117076,George Swanston,M,25.0,170.0,62.0,Trinidad and Tobago,TTO,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Long Jump,,0,0,0.12,-12.84,-19.39,0.61
233460,117087,Stanisaw Swatowski,M,26.0,175.0,72.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,0,0,0.09,-6.24,-6.02,1.96
233462,117087,Stanisaw Swatowski,M,30.0,175.0,72.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,0,0,0.1,-6.33,-6.04,5.43
233479,117099,"Nicholas ""Nick"" Sweeney",M,24.0,198.0,120.0,Ireland,IRL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Discus Throw,,0,0,0.0,14.41,39.69,-1.05
233480,117099,"Nicholas ""Nick"" Sweeney",M,28.0,198.0,120.0,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Discus Throw,,0,0,0.0,13.6,37.57,2.41
233481,117099,"Nicholas ""Nick"" Sweeney",M,32.0,198.0,120.0,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,,0,0,0.0,13.21,35.73,6.23
233540,117134,Andrzej wierczyski,M,23.0,176.0,78.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,0.12,-6.84,-3.39,-1.39
233563,117141,Eugene D. Swift,M,31.0,183.0,79.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.29,-1.4,-3.43,5.41
233564,117142,Greggmar Orial Swift,M,21.0,183.0,68.0,Barbados,BAR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,-2.51,-17.64,-4.67
233636,117176,Barka N. Sy,M,25.0,171.0,71.0,Senegal,SEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,0,0,0.0,-10.58,-7.08,0.48
233637,117176,Barka N. Sy,M,29.0,171.0,71.0,Senegal,SEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,0,0,0.0,-10.69,-7.52,4.42
233639,117176,Barka N. Sy,M,32.0,171.0,71.0,Senegal,SEN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,0.0,-11.84,-10.39,7.61
233649,117180,Mohamed Malal Sy Savan,M,23.0,172.0,54.0,Guinea,GUI,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-11.59,-26.31,-2.05
233688,117202,Zbigniew Stanisaw Syka,M,28.0,176.0,71.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,0.1,-5.33,-7.04,3.43
233744,117229,"Rudieon ""Rudy"" Sylvan",M,21.0,175.0,73.0,Grenada,GRN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,0.29,-9.79,-11.27,-4.77
233842,117280,Lon Syrovatski,M,22.0,184.0,70.0,France,FRA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Javelin Throw,,0,0,0.05,2.76,-8.02,-2.04
234068,117385,Lszl Szalma,M,22.0,190.0,80.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,,0,0,0.02,7.47,1.44,-2.27
234069,117385,Lszl Szalma,M,30.0,190.0,80.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,,0,0,0.02,7.58,0.82,5.18
234070,117385,Lszl Szalma,M,34.0,190.0,80.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,,0,0,0.03,6.41,-0.31,8.95
234178,117443,Jzsef Szcsnyi,M,28.0,189.0,106.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,,0,0,0.05,7.76,27.98,3.96
234179,117443,Jzsef Szcsnyi,M,32.0,189.0,106.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Discus Throw,,0,0,0.04,7.67,27.96,7.43
234187,117447,Zsolt Szeglet,M,23.0,180.0,76.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,0.04,-4.79,-8.27,-2.77
234189,117447,Zsolt Szeglet,M,27.0,180.0,76.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,0.0,-4.98,-9.03,1.31
234286,117498,dm Szepesi,M,27.0,189.0,83.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,,0,0,0.03,7.31,4.48,2.42
234487,117589,Henryk Jan Szordykowski,M,24.0,180.0,67.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",,0,0,0.11,-1.58,-11.08,-0.52
234488,117589,Henryk Jan Szordykowski,M,28.0,180.0,67.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,0,0,0.12,-1.69,-11.52,3.42
234684,117695,Kenji Tabata,M,25.0,176.0,66.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,0.0,-8.79,-18.27,-0.77
234798,117746,Mulugetta Tadesse,M,26.0,176.0,64.0,Ethiopia,ETH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,,0,0,0.0,-5.69,-14.52,1.42
234811,117752,Noureddine Tadjine,M,25.0,182.0,62.0,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.18,-0.42,-17.18,0.18
234825,117762,Klaus-Dieter Tafelmeier,M,26.0,190.0,95.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Javelin Throw,,0,0,0.12,8.38,17.88,1.97
234826,117762,Klaus-Dieter Tafelmeier,M,30.0,190.0,95.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,,0,0,0.0,7.58,15.82,5.18
234834,117768,"Gregory Louis ""Gregg"" Tafralis",M,30.0,183.0,129.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Shot Put,,0,0,0.3,0.58,49.82,5.18
234836,117770,Hassan Taftian,M,23.0,187.0,68.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,0,0.0,1.9,-16.18,-2.82
234960,117831,Daniel Taillon,M,23.0,185.0,77.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.07,2.16,-4.39,-1.39
235012,117848,Robin Douglas Tait,M,28.0,191.0,131.0,New Zealand,NZL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Discus Throw,,0,0,0.16,9.42,52.92,3.48
235013,117848,Robin Douglas Tait,M,32.0,191.0,131.0,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,,0,0,0.16,9.31,52.48,7.42
235017,117852,"John Lawrence ""Laurie"" Taitt",M,30.0,180.0,74.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.08,-1.33,-4.04,5.43
235206,117941,Tomomi Takahashi,M,28.0,179.0,63.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Pole Vault,,0,0,0.0,-2.62,-14.12,3.97
235260,117970,Itsuo Takanezawa,M,24.0,180.0,71.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Pole Vault,,0,0,0.0,-2.84,-10.39,-0.39
235267,117976,Susumu Takano,M,23.0,178.0,70.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,0.0,-3.62,-7.12,-1.03
235269,117976,Susumu Takano,M,27.0,178.0,70.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,0.0,-4.42,-9.18,2.18
235272,117976,Susumu Takano,M,31.0,178.0,70.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,0,0.0,-5.59,-10.31,5.95
235319,118005,Satoshi Takayanagi,M,26.0,170.0,70.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,,0,0,0.0,-11.33,-8.04,1.43
235483,118067,Nooa Takooa,M,19.0,160.0,67.0,Kiribati,KIR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,0.0,-25.51,-18.64,-6.67
235514,118086,Enrique Talavera Rubio,M,21.0,183.0,75.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,0.07,0.58,-4.18,-3.82
235619,118137,Sren Lennart Joakim Tallhem,M,20.0,192.0,110.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,,0,0,0.07,10.38,32.88,-4.03
235620,118137,Sren Lennart Joakim Tallhem,M,28.0,192.0,110.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Shot Put,,0,0,0.03,8.41,29.69,2.95
235651,118152,Alessandro Talotti,M,23.0,193.0,79.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,,0,0,0.0,8.02,-6.03,-2.69
235652,118152,Alessandro Talotti,M,27.0,193.0,79.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's High Jump,,0,0,0.0,7.86,-6.37,1.46
235692,118172,Jesse Jay Tamangrow,M,26.0,163.0,67.0,Palau,PLW,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,0,0,0.0,-22.14,-18.37,0.46
235724,118189,Gianmarco Tamberi,M,20.0,189.0,71.0,Italy,ITA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,,0,0,0.0,3.49,-14.64,-5.67
235725,118190,Marco Tamberi,M,22.0,187.0,78.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,,0,0,0.05,4.47,-0.56,-2.27
235751,118203,Lapule Tamean,M,21.0,172.0,67.0,Papua New Guinea,PNG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,0.0,-9.62,-10.12,-3.03
235782,118220,Aleksander Tammert,M,23.0,196.0,120.0,Estonia,EST,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Discus Throw,,0,0,0.12,11.6,37.57,-2.59
235783,118220,Aleksander Tammert,M,27.0,196.0,120.0,Estonia,EST,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,,0,0,0.13,11.21,35.73,1.23
235784,118220,Aleksander Tammert,M,31.0,196.0,120.0,Estonia,EST,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Discus Throw,Bronze,1,0,0.12,11.02,34.97,5.31
235785,118220,Aleksander Tammert,M,35.0,196.0,120.0,Estonia,EST,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,,0,1,0.09,10.86,34.63,9.46
235786,118220,Aleksander Tammert,M,39.0,196.0,120.0,Estonia,EST,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,,0,1,0.0,10.49,34.36,13.33
235958,118313,Akira Tanaka,M,22.0,183.0,72.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,1.67,-6.04,-2.57
236127,118385,"William Raymond ""Bill"" Tancred",M,26.0,193.0,110.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Discus Throw,,0,0,0.09,11.42,31.92,1.48
236128,118385,"William Raymond ""Bill"" Tancred",M,30.0,193.0,110.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,,0,0,0.1,11.31,31.48,5.42
236129,118386,Peter Arthur Tancred,M,26.0,189.0,111.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Discus Throw,,0,0,0.1,6.16,29.61,1.61
236263,118458,Satoru Tanigawa,M,28.0,183.0,74.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,-1.79,-10.27,2.23
236264,118458,Satoru Tanigawa,M,32.0,183.0,74.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,-1.98,-11.03,6.31
236374,118510,William Kiptarus Tanui,M,32.0,183.0,70.0,Kenya,KEN,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,0,1,0.19,-1.4,-12.43,6.41
236427,118543,Bralon Shazam Taplin,M,24.0,180.0,75.0,Grenada,GRN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,,0,0,0.0,-5.1,-9.18,-1.82
236461,118562,Bimal Chandra Tarafdar,M,22.0,168.0,60.0,Bangladesh,BAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,0.0,-16.4,-22.43,-3.59
236545,118596,Maksim Vladimirovich Tarasov,M,21.0,194.0,80.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Pole Vault,Gold,1,0,0.0,10.41,-0.31,-4.05
236546,118596,Maksim Vladimirovich Tarasov,M,29.0,194.0,80.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Pole Vault,Bronze,1,1,0.08,9.21,-4.27,3.23
236579,118616,Atanas Kirilov Tarev,M,22.0,180.0,75.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Pole Vault,,0,0,0.0,-2.53,-3.56,-2.27
236580,118616,Atanas Kirilov Tarev,M,30.0,180.0,75.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Pole Vault,,0,0,0.0,-2.42,-4.18,5.18
236614,118633,Jri Tarmak,M,26.0,193.0,75.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,Gold,1,0,0.27,11.31,-3.52,1.42
236625,118642,Kory Merrill Tarpenning,M,26.0,180.0,75.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Pole Vault,,0,0,0.3,-2.42,-4.18,1.18
236626,118642,Kory Merrill Tarpenning,M,30.0,180.0,75.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Pole Vault,,0,0,0.28,-3.59,-5.31,4.95
236654,118656,Zoltn Trsi,M,19.0,192.0,79.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,,0,0,0.02,9.47,0.44,-5.27
236674,118664,Gabriel Bogdan rus,M,20.0,191.0,78.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,,0,0,0.0,6.6,-4.43,-5.59
236675,118664,Gabriel Bogdan rus,M,25.0,191.0,78.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,0,0,0.0,6.21,-6.27,-0.77
236676,118664,Gabriel Bogdan rus,M,29.0,191.0,78.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,,0,0,0.0,6.02,-7.03,3.31
236785,118717,Istvn Tatr,M,22.0,174.0,68.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,0,0.02,-8.53,-10.56,-2.27
236787,118717,Istvn Tatr,M,30.0,174.0,68.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,0.02,-8.42,-11.18,5.18
236891,118780,Jai Desmond Taurima,M,28.0,188.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,Silver,1,0,0.05,3.21,-4.27,2.23
237160,118937,Robert James Taylor,M,23.0,183.0,80.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,Silver,1,0,0.32,1.31,1.48,-1.58
237193,118955,Charles Tayot,M,21.0,178.0,60.0,Gabon,GAB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,0.0,-5.59,-20.31,-4.05
237223,118968,Ernest Tch-Noubossie,M,27.0,185.0,80.0,Cameroon,CMR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,,0,0,0.0,3.38,2.88,2.97
237225,118968,Ernest Tch-Noubossie,M,32.0,185.0,80.0,Cameroon,CMR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,0.0,2.58,0.82,7.18
237252,118985,"Jeffrey ""Jeff"" Teale",M,28.0,187.0,118.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Shot Put,,0,0,0.09,5.42,39.92,3.48
237255,118988,"Hugh Desmond ""Hughie"" Teape",M,28.0,178.0,73.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.08,-5.59,-7.31,2.95
237327,119029,Ferenc Gbor Tgla,M,21.0,185.0,102.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Discus Throw,,0,0,0.03,3.42,23.92,-3.52
237328,119029,Ferenc Gbor Tgla,M,25.0,185.0,102.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,,0,0,0.03,3.31,23.48,0.42
237329,119029,Ferenc Gbor Tgla,M,29.0,185.0,102.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Discus Throw,,0,0,0.02,2.16,20.61,4.61
237359,119043,Teina Teiti,M,17.0,185.0,85.0,Cook Islands,COK,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,0.0,0.21,0.73,-8.77
237462,119102,"Eduardo Antonio ""Eddy"" Tllez Valerino",M,24.0,180.0,70.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,0,0,0.15,-1.58,-8.08,-0.52
237491,119117,Rodman Teltull,M,18.0,170.0,64.0,Palau,PLW,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,0.0,-15.51,-21.64,-7.67
237492,119117,Rodman Teltull,M,22.0,170.0,64.0,Palau,PLW,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,0,0.0,-15.1,-20.18,-3.82
237518,119130,Danial Temim,M,21.0,187.0,70.0,Yugoslavia,YUG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's High Jump,,0,0,0.0,4.16,-11.39,-3.39
237612,119181,Edilson Rocha Tenrio,M,25.0,196.0,77.0,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,0,0.02,12.41,-3.31,-0.05
237624,119186,Miltiadis Tentoglou,M,18.0,185.0,75.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Long Jump,,0,0,0.0,-0.1,-9.18,-7.82
237727,119229,Igor Aramovich Ter-Ovanesyan,M,22.0,186.0,78.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,Bronze,1,0,0.22,4.76,-0.02,-2.04
237728,119229,Igor Aramovich Ter-Ovanesyan,M,26.0,186.0,78.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,Bronze,1,1,0.24,4.67,-0.04,1.43
237729,119229,Igor Aramovich Ter-Ovanesyan,M,30.0,186.0,78.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,,0,2,0.26,4.42,-0.08,5.48
237730,119229,Igor Aramovich Ter-Ovanesyan,M,34.0,186.0,78.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,0,2,0.27,4.31,-0.52,9.42
237748,119236,Jorge Tern Hernndez,M,25.0,178.0,74.0,Mexico,MEX,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,0,0,0.0,-3.24,-4.02,0.96
237751,119238,Shinichi Terano,M,25.0,176.0,68.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,,0,0,0.0,-8.98,-17.03,-0.69
237987,119340,"Alexandros ""Alex"" Terzian",M,28.0,180.0,74.0,Greece,GRE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,0.0,-4.4,-8.43,2.41
238016,119361,Homiyu Tesfaye Heyi,M,23.0,184.0,64.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-1.1,-20.18,-2.82
238156,119433,Teklit Teweldebrhan,M,18.0,172.0,65.0,Eritrea,ERI,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-13.51,-20.64,-7.67
238352,119517,Tilak Ram Tharu,M,19.0,168.0,72.0,Nepal,NEP,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,0.0,-17.51,-13.64,-6.67
238390,119540,Mbiganyi Thee,M,26.0,194.0,72.0,Botswana,BOT,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,11.58,-7.18,1.18
238410,119552,Wojciech Theiner,M,30.0,187.0,74.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,0,0,0.0,1.9,-10.18,4.18
238443,119570,Jurgen Themen,M,22.0,172.0,75.0,Suriname,SUR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,0,0,0.0,-13.14,-10.37,-3.54
238444,119570,Jurgen Themen,M,26.0,172.0,75.0,Suriname,SUR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,0.0,-13.51,-10.64,0.33
238445,119570,Jurgen Themen,M,30.0,172.0,75.0,Suriname,SUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,0,0.0,-13.1,-9.18,4.18
238461,119579,Georgios Theodoridis,M,27.0,181.0,80.0,Greece,GRE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,0.0,-3.79,-4.27,1.23
238463,119579,Georgios Theodoridis,M,31.0,181.0,80.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,0.0,-3.98,-5.03,5.31
238558,119593,Pascal Thophile,M,26.0,176.0,75.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,0.07,-8.4,-7.43,0.41
238599,119612,Thet Zaw Win,M,21.0,162.0,55.0,Myanmar,MYA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,,0,0,0.0,-23.51,-30.64,-4.67
238656,119639,Sbastien Thibault,M,21.0,183.0,75.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.08,-0.59,-5.31,-4.05
238673,119648,Pascal Thibaut,M,25.0,175.0,60.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,0,0,0.06,-6.62,-17.12,0.97
238676,119649,Norbert Thiede,M,27.0,196.0,115.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Discus Throw,,0,0,0.35,13.16,33.61,2.61
238729,119676,Alexander Thieme,M,22.0,187.0,84.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,0.35,4.16,2.61,-2.39
