,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalEarned,PreviousMedals,Height_div_avg,Weight_div_avg,Age_div_avg
19207,10170,"Jefferson Taft ""Jeff"" Bennett",M,23.0,173.0,69.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,-12.91,-15.97,-2.12
20250,10681,Claston Bernard,M,21.0,193.0,90.0,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,4.68,5.04,-6.32
20251,10681,Claston Bernard,M,25.0,193.0,90.0,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,3.41,2.62,-0.72
20620,10879,Massimo Bertocchi,M,22.0,196.0,93.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,6.05,5.65,-3.38
21095,11139,Horst Beyer,M,24.0,196.0,95.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,0,12.05,11.29,-1.67
21096,11139,Horst Beyer,M,32.0,196.0,95.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,10.09,10.03,6.88
21489,11350,Franz Biedermann,M,22.0,182.0,76.0,Liechtenstein,LIE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,-3.09,-8.15,-3.91
21646,11433,David Bryce Bigham,M,21.0,175.0,72.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,-12.89,-14.01,-4.03
23110,12153,Columba Blango,M,24.0,188.0,70.0,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,,0,0,0.1,-14.76,-0.1
23493,12351,Alain Blondel,M,25.0,186.0,80.0,France,FRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,-2.32,-7.24,-0.21
23494,12351,Alain Blondel,M,29.0,186.0,80.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,-1.89,-6.01,3.97
23737,12475,Philippe Bobin,M,21.0,180.0,75.0,France,FRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,-7.15,-10.94,-3.89
23898,12554,Manfred Bock,M,19.0,190.0,91.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,5.93,9.13,-5.17
25722,13434,Colin Aubrey Geddes Boreham,M,30.0,188.0,87.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,0.56,2.28,4.88
25978,13555,Heinz Born,M,24.0,183.0,83.0,Switzerland,SUI,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,-2.91,-1.97,-1.12
26992,14039,Wilfrid Boulineau,M,30.0,180.0,68.0,France,FRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,-8.32,-16.96,2.68
27208,14143,Larbi Bourrada,M,28.0,188.0,88.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,-0.1,3.7,1.6
28473,14768,Pieter Braun,M,23.0,186.0,83.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,-2.1,-1.3,-3.4
29205,15095,"Timothy William ""Tim"" Bright",M,24.0,188.0,79.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,0.56,-5.72,-1.12
29206,15095,"Timothy William ""Tim"" Bright",M,28.0,188.0,79.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,-0.32,-8.24,2.79
29606,15280,Joe Brodnik,M,24.0,189.0,84.0,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,4.93,2.13,-0.17
29650,15304,"Alessandro ""Sandro"" Brogini",M,21.0,186.0,73.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,,0,0,-1.9,-11.76,-3.1
29799,15375,Clifford Brooks,M,28.0,181.0,80.0,Barbados,BAR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,-4.91,-4.97,2.88
31148,16022,Alois Bchel,M,19.0,172.0,78.0,Liechtenstein,LIE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,-12.07,-3.87,-5.17
31149,16022,Alois Bchel,M,23.0,172.0,78.0,Liechtenstein,LIE,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,0,-11.95,-5.71,-2.67
32522,16719,lvaro Burrell Busto,M,23.0,191.0,84.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,3.11,-2.01,-2.03
32712,16819,Frank Busemann,M,21.0,191.0,80.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,Silver,1,0,2.22,-5.21,-5.12
32713,16819,Frank Busemann,M,25.0,191.0,80.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,1,2.68,-4.96,-2.32
33358,17201,Valeriu Caceanov,M,26.0,187.0,85.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,,0,0,-0.9,0.24,1.9
35774,18383,Roberto Carmona Botella,M,24.0,186.0,85.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,0.91,0.85,-1.91
36479,18759,Paolo Casarsa,M,29.0,192.0,91.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,2.41,3.62,3.28
39235,20178,Chen Chuan-Show,M,27.0,172.0,72.0,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,-13.09,-12.15,1.09
40405,20791,Carlos Eduardo Bezerra Chinin,M,23.0,195.0,82.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,5.05,-5.35,-2.38
40580,20907,Sebastian Micha Chmara,M,24.0,191.0,85.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,2.22,-0.21,-2.12
42545,21947,Bryan Ezra Tsumoru Clay,M,24.0,180.0,83.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,Silver,1,0,-9.59,-4.38,-1.72
42546,21947,Bryan Ezra Tsumoru Clay,M,28.0,180.0,83.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,Gold,1,1,-9.95,-4.35,2.62
43099,22227,Willem Coertzen,M,29.0,186.0,79.0,South Africa,RSA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,-3.74,-7.45,3.32
43100,22227,Willem Coertzen,M,33.0,186.0,79.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,-2.1,-5.3,6.6
44649,23008,Vivian Coralie,M,22.0,183.0,72.0,Mauritius,MRI,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,-4.44,-12.72,-3.12
45617,23540,Victor Covalenco,M,28.0,185.0,78.0,Moldova,MDA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,-4.59,-9.38,2.28
45618,23540,Victor Covalenco,M,32.0,185.0,78.0,Moldova,MDA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,-4.95,-9.35,6.62
46156,23824,John Harrison Crist,M,29.0,188.0,84.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,0.56,-0.72,3.88
48009,24741,Pedro Ferreira da Silva Filho,M,25.0,186.0,90.0,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,-1.89,3.99,-0.03
48123,24811,Olof Henrik Dagrd,M,31.0,184.0,83.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,-4.32,-1.96,3.68
48643,25071,Kamil Damaek,M,22.0,195.0,91.0,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,6.22,5.79,-4.12
49547,25524,Thorsten Dauth,M,24.0,201.0,96.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,13.11,9.99,-1.03
51553,26496,"Eduard Jan ""Ed"" de Noorlander",M,23.0,192.0,92.0,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,6.91,7.85,-2.91
52125,26793,"Robert Hubert Maria ""Rob"" de Wit",M,26.0,186.0,93.0,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,-2.32,5.76,0.79
52126,26793,"Robert Hubert Maria ""Rob"" de Wit",M,29.0,186.0,93.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,-1.89,6.99,3.97
54891,28130,Iuri Diachk'ovi,M,20.0,196.0,100.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,11.93,18.13,-4.17
55062,28222,Rafael ngel Estuardo Daz Granillo,M,22.0,179.0,66.0,Guatemala,GUA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,-8.44,-18.72,-3.12
55471,28455,Walter Diel,M,25.0,195.0,94.0,Austria,AUT,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,9.91,9.85,-0.91
56133,28763,Dominik Distelberger,M,26.0,186.0,81.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,-2.1,-3.3,-0.4
56263,28823,"Frederick Arthur ""Fred"" Dixon",M,26.0,193.0,85.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,5.85,-0.94,1.11
56307,28842,Slaven Dizdarevi,M,27.0,194.0,90.0,Slovakia,SVK,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,4.05,2.65,1.62
57848,29625,Henk Marcel Dost,M,26.0,195.0,86.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,6.22,0.79,-0.12
58509,29940,Darius Draudvila,M,29.0,187.0,90.0,Lithuania,LTU,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,-2.74,3.55,3.32
58642,30006,Stefan Drews,M,25.0,188.0,83.0,Germany,GER,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,-1.59,-4.38,-0.72
58830,30104,Aleksey Vasilyevich Drozdov,M,24.0,184.0,80.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,-5.95,-7.35,-1.38
59033,30221,Ral Duany Bueno,M,21.0,179.0,90.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,-9.78,4.79,-5.12
59034,30221,Ral Duany Bueno,M,25.0,179.0,90.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,-9.32,5.04,-2.32
59319,30379,Mihail Duda,M,22.0,184.0,85.0,Serbia,SRB,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,-5.74,-1.45,-3.68
59320,30379,Mihail Duda,M,26.0,184.0,85.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,-4.1,0.7,-0.4
60385,30920,Werner Duttweiler,M,24.0,182.0,82.0,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,0,-1.95,-1.71,-1.67
60386,30920,Werner Duttweiler,M,28.0,182.0,82.0,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,-3.09,-2.15,2.09
60525,31001,Tom Dvok,M,24.0,186.0,90.0,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,Bronze,1,0,-2.78,4.79,-2.12
60526,31001,Tom Dvok,M,28.0,186.0,90.0,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,1,-2.32,5.04,0.68
60527,31001,Tom Dvok,M,32.0,186.0,90.0,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,1,-3.59,2.62,6.28
60770,31125,Spas Dzhurov,M,23.0,194.0,93.0,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,8.91,8.85,-2.91
60913,31205,Ashton James Eaton,M,24.0,186.0,81.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,Gold,1,0,-3.74,-5.45,-1.68
60914,31205,Ashton James Eaton,M,28.0,186.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,Gold,1,1,-2.1,-3.3,1.6
61421,31458,"David Allan ""Dave"" Edstrom",M,21.0,190.0,91.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,5.93,9.13,-3.17
62123,31808,Sten Anders Ekberg,M,27.0,190.0,90.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,2.11,3.99,1.97
63365,32478,"Richard John ""Dick"" Emberger",M,26.0,183.0,77.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,0,-0.95,-6.71,0.33
63941,32771,Panagiotis Epitropopoulos,M,22.0,182.0,74.0,Greece,GRE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,-2.07,-7.87,-2.17
64481,33005,Edgars Eri,M,26.0,191.0,87.0,Latvia,LAT,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,1.26,0.55,0.32
64711,33112,Claudio Escauriza,M,26.0,179.0,82.0,Paraguay,PAR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,-8.44,-2.72,0.88
67617,34559,Kurt Anthony Felix,M,24.0,182.0,76.0,Grenada,GRN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,-7.74,-10.45,-1.68
67618,34559,Kurt Anthony Felix,M,28.0,182.0,76.0,Grenada,GRN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,-6.1,-8.3,1.6
68128,34805,Douglas Fernndez,M,24.0,195.0,92.0,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,7.56,7.28,-1.12
68667,35047,Scott William Ferrier,M,22.0,191.0,85.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,2.22,-0.21,-4.12
68668,35047,Scott William Ferrier,M,26.0,191.0,85.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,2.68,0.04,-1.32
70545,35916,Luis Alberto Flores Asturias,M,24.0,182.0,75.0,Guatemala,GUA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,-3.91,-9.97,-1.12
72874,37036,Rico Freimuth,M,24.0,196.0,95.0,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,6.26,8.55,-1.68
72875,37036,Rico Freimuth,M,28.0,196.0,95.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,7.9,10.7,1.6
72876,37037,Uwe Freimuth,M,27.0,191.0,92.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,2.68,4.76,1.79
73352,37278,"Stephen Thomas ""Steve"" Fritz",M,28.0,191.0,86.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,2.22,0.79,1.88
74371,37771,Peter John Gabbett,M,30.0,183.0,83.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,-2.91,-1.97,4.88
74637,37908,Beat Ghwiler,M,23.0,186.0,89.0,Switzerland,SUI,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,-2.32,1.76,-2.21
74638,37908,Beat Ghwiler,M,27.0,186.0,89.0,Switzerland,SUI,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,-1.89,2.99,1.97
74737,37939,"William Douglas ""Bill"" Gairdner",M,23.0,180.0,82.0,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,0,-3.95,-1.71,-2.67
75560,38357,Ramil Ganiyev,M,23.0,188.0,86.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,0.11,-0.01,-2.03
75561,38357,Ramil Ganiyev,M,27.0,188.0,86.0,Uzbekistan,UZB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,-0.78,0.79,0.88
76293,38715,Yordanis Garca Barrisonte,M,19.0,195.0,84.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,5.05,-3.35,-6.38
76294,38715,Yordanis Garca Barrisonte,M,23.0,195.0,84.0,Cuba,CUB,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,5.26,-2.45,-2.68
76295,38715,Yordanis Garca Barrisonte,M,27.0,195.0,84.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,6.9,-0.3,0.6
77125,39154,Radu Gavrila,M,20.0,187.0,86.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,1.09,1.03,-5.12
77702,39438,Gilles Gmise-Fareau,M,22.0,186.0,83.0,France,FRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,-1.15,-2.94,-2.89
78814,40007,Rgis Ghesquire,M,23.0,190.0,87.0,Belgium,BEL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,4.09,2.03,-2.12
78815,40007,Rgis Ghesquire,M,27.0,190.0,87.0,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,2.85,1.06,2.11
81332,41286,David Gmez Martnez,M,23.0,185.0,90.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,-4.59,2.62,-2.72
81333,41286,David Gmez Martnez,M,27.0,185.0,90.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,-4.95,2.65,1.62
81584,41414,Gong Guohua,M,24.0,185.0,84.0,China,CHN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,-3.32,-3.24,-1.21
83761,42581,Aleksandr Vasilyevich Grebenyuk,M,25.0,188.0,94.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,0.85,8.06,0.11
84906,43087,Klaus Grogorenz,M,23.0,180.0,75.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,-4.07,-6.87,-1.17
85438,43312,Steffen Grummt,M,20.0,191.0,80.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,,0,0,3.1,-4.76,-4.1
86091,43661,Christian Gugler,M,28.0,186.0,82.0,Switzerland,SUI,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,-2.32,-5.24,2.79
87990,44612,Peter Robert Hadfield,M,25.0,188.0,87.0,Australia,AUS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,,0,0,0.1,2.24,0.9
87991,44612,Peter Robert Hadfield,M,29.0,188.0,87.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,0.56,2.28,3.88
89073,45149,Mikko Johannes Halvari,M,25.0,183.0,93.0,Finland,FIN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,-6.95,5.65,-0.38
89130,45185,Eduard Hmlinen,M,23.0,194.0,91.5,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,6.11,5.49,-2.03
89131,45185,Eduard Hmlinen,M,27.0,194.0,91.5,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,5.22,6.29,0.88
89132,45185,Eduard Hmlinen,M,31.0,194.0,91.5,Finland,FIN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,5.68,6.54,3.68
90734,45967,"James Edward ""Trey"" Hardee, III",M,24.0,196.0,96.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,6.05,8.65,-1.38
90735,45967,"James Edward ""Trey"" Hardee, III",M,28.0,196.0,96.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,Silver,1,0,6.26,9.55,2.32
92967,47103,Lennart Per-Olav Hedmark,M,24.0,195.0,90.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,9.91,5.85,-1.91
92968,47103,Lennart Per-Olav Hedmark,M,28.0,195.0,90.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,9.09,5.03,2.88
92969,47103,Lennart Per-Olav Hedmark,M,32.0,195.0,90.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,7.85,4.06,7.11
93258,47221,Aki Ilari Heikkinen,M,20.0,188.0,79.0,Finland,FIN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,-0.32,-5.96,-7.32
93587,47379,Adam Sebastian Helcelet,M,24.0,191.0,92.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,2.9,7.7,-2.4
94534,47846,Freddy Herbrand,M,28.0,190.0,88.0,Belgium,BEL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,4.09,3.03,2.88
94683,47927,Paul Irvin Herman,M,23.0,188.0,79.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,0,4.05,-4.71,-2.67
95019,48115,Laurent Hernu,M,24.0,191.0,85.0,France,FRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,2.68,0.04,-3.32
95020,48115,Laurent Hernu,M,27.0,191.0,85.0,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,1.41,-2.38,1.28
95209,48215,Gert Herunter,M,26.0,190.0,85.0,Austria,AUT,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,4.91,0.85,0.09
96185,48701,Jrgen Hingsen,M,26.0,200.0,102.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,Silver,1,0,12.56,17.28,0.88
96186,48701,Jrgen Hingsen,M,30.0,200.0,102.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,1,11.68,14.76,4.79
96666,48940,Ho Henh Phc,M,28.0,178.0,75.0,South Vietnam,VNM,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,-7.09,-9.15,2.09
96838,49034,"Russell Arden ""Russ"" Hodge",M,25.0,190.0,102.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,0,6.05,18.29,-0.67
97454,49328,Willi Holdorf,M,24.0,182.0,90.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,Gold,1,0,-1.95,6.29,-1.67
97657,49428,Bjrgvin Hlm,M,25.0,182.0,78.0,Iceland,ISL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,-2.07,-3.87,0.83
99321,50272,Victor Emmanuel Livingstone Houston,M,22.0,188.0,77.0,Barbados,BAR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,-0.78,-8.21,-4.12
99633,50417,Trond Hiby,M,27.0,196.0,96.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,7.68,11.04,-0.32
99669,50433,Roman Hraba,M,26.0,187.0,86.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,-1.32,-1.24,0.79
100260,50719,Philipp Huber,M,22.0,184.0,83.0,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,-4.78,-2.21,-4.12
100261,50719,Philipp Huber,M,26.0,184.0,83.0,Switzerland,SUI,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,-4.32,-1.96,-1.32
100517,50834,"Christopher Allen ""Chris"" Huffins",M,26.0,190.0,82.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,1.22,-3.21,-0.12
100518,50834,"Christopher Allen ""Chris"" Huffins",M,30.0,190.0,82.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,Bronze,1,0,1.68,-2.96,2.68
104320,52782,Boris Ivanov,M,24.0,185.0,85.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,-0.91,0.03,-1.12
105899,53575,Tadeusz Janczenko,M,26.0,182.0,81.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,-3.91,-3.97,0.88
106456,53854,Kip B. Janvrin,M,35.0,183.0,84.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,-5.32,-0.96,7.68
107440,54297,William Bruce (-Caitlyn Marie) Jenner,M,22.0,188.0,88.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,2.09,3.03,-3.12
107441,54297,William Bruce (-Caitlyn Marie) Jenner,M,26.0,188.0,88.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,Gold,1,0,0.85,2.06,1.11
