,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalEarned,PreviousMedals,Height_div_avg,Weight_div_avg,Age_div_avg
109488,55355,"David Alan ""Dave"" Johnson",M,25.0,190.0,91.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,1.68,3.76,-0.21
109489,55355,"David Alan ""Dave"" Johnson",M,29.0,190.0,91.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,Bronze,1,0,2.11,4.99,3.97
109662,55444,Rafer Lewis Johnson,M,25.0,190.0,91.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,Gold,1,1,5.93,9.13,0.83
109887,55557,Esa Antero Jokinen,M,22.0,192.0,87.5,Finland,FIN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,,0,0,4.1,2.74,-2.1
111915,56664,Markus Jaakko Kahma,M,27.0,187.0,89.0,Finland,FIN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,2.93,7.13,2.83
112651,57066,"Evert ""Eef"" Kamerbeek",M,26.0,189.0,91.0,Netherlands,NED,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,4.93,9.13,1.83
112652,57066,"Evert ""Eef"" Kamerbeek",M,30.0,189.0,91.0,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,0,5.05,7.29,4.33
113706,57597,Jnis Karlivns,M,22.0,195.0,91.0,Latvia,LAT,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,5.41,3.62,-3.72
113707,57597,Jnis Karlivns,M,26.0,195.0,91.0,Latvia,LAT,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,5.05,3.65,0.62
113947,57714,Dmitry Vasilyevich Karpov,M,23.0,198.0,98.0,Kazakhstan,KAZ,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,Bronze,1,0,8.41,10.62,-2.72
113948,57714,Dmitry Vasilyevich Karpov,M,27.0,198.0,98.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,1,8.05,10.65,1.62
113949,57714,Dmitry Vasilyevich Karpov,M,31.0,198.0,98.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,1,8.26,11.55,5.32
114145,57812,Alper Kasapolu,M,26.0,186.0,83.0,Turkey,TUR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,-1.89,-3.01,0.97
114146,57812,Alper Kasapolu,M,30.0,186.0,83.0,Turkey,TUR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,-2.78,-2.21,3.88
114180,57829,Indrek Kaseorg,M,28.0,194.0,86.0,Estonia,EST,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,5.22,0.79,1.88
114181,57829,Indrek Kaseorg,M,32.0,194.0,86.0,Estonia,EST,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,5.68,1.04,4.68
114260,57864,Oleksiy Serhiyovych Kasianov,M,22.0,191.0,88.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,1.05,0.65,-3.38
114261,57864,Oleksiy Serhiyovych Kasianov,M,26.0,191.0,88.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,1.26,1.55,0.32
114262,57864,Oleksiy Serhiyovych Kasianov,M,30.0,191.0,88.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,2.9,3.7,3.6
114630,58042,Ryszard Katus,M,25.0,184.0,81.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,Bronze,1,0,-1.91,-3.97,-0.12
114631,58042,Ryszard Katus,M,29.0,184.0,81.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,1,-3.15,-4.94,4.11
115086,58300,Kai Kazmirek,M,25.0,190.0,88.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,1.9,3.7,-1.4
115542,58533,Gernot Kellermayr,M,26.0,185.0,82.0,Austria,AUT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,-2.89,-4.01,0.97
116404,58909,Petri Juhani Keskitalo,M,21.0,187.0,86.0,Finland,FIN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,-1.32,-1.24,-4.21
116405,58909,Petri Juhani Keskitalo,M,25.0,187.0,86.0,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,-0.89,-0.01,-0.03
119398,60447,Gary William Kinder,M,25.0,186.0,86.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,-2.32,-1.24,-0.21
119443,60466,Barry John King,M,27.0,185.0,90.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,-0.91,5.03,1.88
120034,60774,Joachim Kirst,M,21.0,190.0,93.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,4.91,8.85,-4.91
120035,60774,Joachim Kirst,M,25.0,190.0,93.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,4.09,8.03,-0.12
121684,61526,Jan Felix Knobel,M,23.0,192.0,91.0,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,2.26,4.55,-2.68
123188,62250,Mirko Kolnik,M,24.0,180.0,80.0,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,-4.07,-1.87,-0.17
123276,62284,Vitaliy Oleksiyovych Kolpakov,M,24.0,194.0,87.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,5.22,1.79,-2.12
124321,62799,Prodromos Korkizoglou,M,25.0,189.0,78.0,Greece,GRE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,0.68,-6.96,-2.32
124322,62799,Prodromos Korkizoglou,M,29.0,189.0,78.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,-0.59,-9.38,3.28
126522,63807,Guido Kratschmer,M,23.0,186.0,94.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,Silver,1,0,-1.15,8.06,-1.89
126523,63807,Guido Kratschmer,M,31.0,186.0,94.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,1,-1.44,9.28,5.88
126669,63875,Andrey Sergeyevich Kravchenko,M,22.0,191.0,83.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,Silver,1,0,1.05,-4.35,-3.38
127599,64317,"Alexander Eaton ""Alex"" Kruger",M,24.0,193.0,90.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,4.68,2.76,-1.21
127600,64317,"Alexander Eaton ""Alex"" Kruger",M,32.0,193.0,90.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,4.22,4.79,5.88
127978,64488,Ku Chin-Shui,M,24.0,180.0,73.0,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,-7.44,-11.72,-1.12
128867,64867,Valter Klvet,M,24.0,190.0,91.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,1.68,3.76,-1.21
129131,65014,Hansruedi Kunz,M,23.0,182.0,86.0,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,-3.09,1.85,-2.91
129513,65198,Zsolt Istvn Krtsi,M,25.0,188.0,88.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,-0.78,2.79,-1.12
129514,65198,Zsolt Istvn Krtsi,M,29.0,188.0,88.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,-0.32,3.04,1.68
129659,65276,Yuriy Kostiantynovych Kutenko,M,28.0,187.0,90.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,2.93,8.13,3.83
129697,65295,Yury Mikhaylovich Kutsenko,M,28.0,190.0,93.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,Silver,1,0,2.1,8.24,3.9
129906,65402,Vasily Dmitriyevich Kuznetsov,M,28.0,185.0,83.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,Bronze,1,1,0.93,1.13,3.83
129907,65402,Vasily Dmitriyevich Kuznetsov,M,32.0,185.0,83.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,2,1.05,-0.71,6.33
131018,65950,Johannes Kristian Lahti,M,24.0,181.0,79.5,Finland,FIN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,-6.15,-6.44,-0.89
131019,65950,Johannes Kristian Lahti,M,28.0,181.0,79.5,Finland,FIN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,,0,0,-6.9,-5.26,3.9
131141,66005,Juris Laipenieks,M,20.0,184.0,80.0,Chile,CHI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,-0.07,-1.87,-4.17
132204,66533,Jnis Lanka,M,28.0,186.0,86.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,0.91,1.85,2.09
133292,67092,Fedir Laukhin,M,26.0,184.0,75.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,-4.32,-9.96,-1.32
134175,67552,Yves Le Roy,M,21.0,191.0,87.0,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,5.09,2.03,-4.12
134887,67868,Lee Fu-An,M,20.0,185.0,74.0,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,-2.44,-10.72,-5.12
134888,67868,Lee Fu-An,M,24.0,185.0,74.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,-3.32,-13.24,-1.21
134922,67887,Lee Gwang-Ik,M,19.0,181.0,80.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,-7.32,-7.24,-6.21
136987,68870,Heikki Olavi Leppnen,M,29.0,194.0,96.0,Finland,FIN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,6.85,10.06,4.11
137234,68996,Roger Lespagnard,M,21.0,180.0,78.0,Belgium,BEL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,-5.09,-6.15,-4.91
137235,68996,Roger Lespagnard,M,25.0,180.0,78.0,Belgium,BEL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,-5.91,-6.97,-0.12
137236,68996,Roger Lespagnard,M,29.0,180.0,78.0,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,-7.15,-7.94,4.11
137545,69141,Sbastien Levicq,M,25.0,186.0,81.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,-2.78,-4.21,-1.12
137546,69141,Sbastien Levicq,M,29.0,186.0,81.0,France,FRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,-2.32,-3.96,1.68
137832,69276,Dennis Leyckes,M,22.0,184.0,80.0,Germany,GER,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,-5.59,-7.38,-3.72
141096,70812,Luiggy Llanos Cruz,M,25.0,182.0,80.0,Puerto Rico,PUR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,-7.59,-7.38,-0.72
141351,70935,Lev Alekseyevich Lobodin,M,27.0,188.0,93.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,-0.78,7.79,0.88
141352,70935,Lev Alekseyevich Lobodin,M,31.0,188.0,93.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,-0.32,8.04,3.68
141353,70935,Lev Alekseyevich Lobodin,M,35.0,188.0,93.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,-1.59,5.62,9.28
141915,71193,Aric Solomon Long,M,22.0,190.0,92.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,2.11,5.99,-3.03
141973,71222,Clive Citreon Olaf Longe,M,29.0,185.0,90.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,-0.09,5.85,3.09
142592,71548,Santiago Lorenzo,M,26.0,191.0,93.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,1.41,5.62,0.28
143636,72098,Dariusz Marek Ludwig,M,25.0,186.0,84.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,,0,0,-1.9,-0.76,0.9
144852,72693,Leonid Dmytrovych Lytvynenko,M,23.0,185.0,87.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,Silver,1,0,-0.91,2.03,-2.12
144853,72693,Leonid Dmytrovych Lytvynenko,M,27.0,185.0,87.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,1,-2.15,1.06,2.11
145262,72907,Dean Alan Macey,M,22.0,196.0,92.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,7.68,7.04,-5.32
145263,72907,Dean Alan Macey,M,26.0,196.0,92.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,6.41,4.62,0.28
145763,73149,Mike Maczey,M,27.0,188.0,81.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,-0.32,-3.96,-0.32
146399,73468,Jn Arnar Magnsson,M,26.0,183.0,86.0,Iceland,ISL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,-5.78,0.79,-0.12
146400,73468,Jn Arnar Magnsson,M,31.0,183.0,86.0,Iceland,ISL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,-5.32,1.04,3.68
146401,73468,Jn Arnar Magnsson,M,35.0,183.0,86.0,Iceland,ISL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,-6.59,-1.38,9.28
148169,74350,Horst Mandl,M,32.0,187.0,86.0,Austria,AUT,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,1.91,1.85,6.09
148340,74428,"Rudolf ""Ruedi"" Mangisch",M,19.0,184.0,84.0,Switzerland,SUI,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,-1.91,-0.97,-6.12
149352,74917,Claus-Hermann Marek,M,22.0,186.0,89.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,-1.15,3.06,-2.89
149590,75031,Lopold Marien,M,26.0,180.0,78.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,-4.07,-3.87,1.83
150795,75663,Eugne Julien Martineau,M,24.0,180.0,80.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,-9.59,-7.38,-1.72
150796,75663,Eugne Julien Martineau,M,28.0,180.0,80.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,-9.95,-7.35,2.62
153401,76987,Kvin Mayer,M,20.0,186.0,77.0,France,FRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,-3.74,-9.45,-5.68
153402,76987,Kvin Mayer,M,24.0,186.0,77.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,Silver,1,0,-2.1,-7.3,-2.4
155293,77963,"Bradley Steven ""Brad"" McStravick",M,24.0,184.0,80.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,,0,0,-3.9,-4.76,-0.1
155294,77963,"Bradley Steven ""Brad"" McStravick",M,28.0,184.0,80.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,-3.44,-4.72,2.88
155827,78235,Paul Meier,M,20.0,194.0,86.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,6.11,-0.01,-5.03
155836,78240,Walter Meier,M,33.0,186.0,85.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,1.93,3.13,8.83
156240,78463,Santiago Mellado,M,25.0,172.0,75.0,El Salvador,ESA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,-16.32,-12.24,-0.21
