,index,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalEarned,PreviousMedals,Height_div_avg,Weight_div_avg,Age_div_avg
23,807,461,Mohamed Aboker,M,26.0,175.0,61.0,Somalia,SOM,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,0,0,-3.64,-4.59,1.78
24,873,503,Adeola Aboyade-Cole,M,22.0,193.0,78.0,Nigeria,NGR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,,0,0,7.61,2.13,-1.76
25,907,517,Glen Abrahams Martnez,M,22.0,179.0,72.0,Costa Rica,CRC,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,0,0,2.19,1.31,-1.09
26,909,518,Guy A. Abrahams,M,23.0,173.0,65.0,Panama,PAN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,-3.23,-6.35,-0.4
27,984,554,Benik Abramyan,M,31.0,186.0,115.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,,0,0,-6.7,-13.58,4.33
28,1055,590,Mohamed Abu Abdullah,M,27.0,173.0,74.0,Bangladesh,BAN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,0,0,-5.36,-3.0,2.22
29,1069,600,Nagmeldin Ali Abubakr,M,18.0,172.0,63.0,Sudan,SUD,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,-8.77,-9.9,-6.11
30,1070,600,Nagmeldin Ali Abubakr,M,22.0,172.0,63.0,Sudan,SUD,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,,0,0,-9.28,-10.81,-1.7
31,1076,605,Fernando J. Abugattas Aboino,M,20.0,190.0,80.0,Peru,PER,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,,0,0,3.68,1.47,-2.5
32,1077,606,Roberto Abugattas Aboino,M,21.0,182.0,77.0,Peru,PER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's High Jump,,0,0,-3.96,-1.22,-1.48
33,1078,606,Roberto Abugattas Aboino,M,25.0,182.0,77.0,Peru,PER,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,,0,0,-4.32,-1.53,2.5
34,1094,611,Mohammed Abukhousa,M,23.0,170.0,67.0,Palestine,PLE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,0,-7.06,-7.42,-2.67
35,1158,643,Marco Acerbi,M,23.0,190.0,74.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,,0,0,4.61,-1.87,-0.76
36,1167,649,Fernando Acevedo Portugues,M,26.0,175.0,65.0,Peru,PER,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,,0,0,-2.97,-5.66,1.84
37,1212,682,Julius Achon,M,19.0,168.0,55.0,Uganda,UGA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,0,0,-11.29,-10.73,-6.45
38,1213,682,Julius Achon,M,23.0,168.0,55.0,Uganda,UGA,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",,0,0,-10.22,-9.6,-1.52
39,1216,684,Ahmed Mohamed Achouche,M,28.0,191.0,110.0,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,,0,0,-1.0,-6.84,3.42
40,1217,684,Ahmed Mohamed Achouche,M,32.0,191.0,110.0,Egypt,EGY,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Shot Put,,0,0,0.43,-11.29,4.24
41,1241,701,Georg Ackermann,M,24.0,191.0,75.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,,0,0,6.14,-1.04,-1.39
42,1347,764,Idrissa Adam,M,27.0,178.0,79.0,Cameroon,CMR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,0.51,4.92,2.59
43,1358,768,Joseph Adam,M,27.0,172.0,70.0,Seychelles,SEY,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,0,-8.98,-1.78,2.7
44,1360,770,Marcus Adam,M,24.0,182.0,82.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,3.67,7.95,-0.59
45,1442,804,Antoine Xavier Adams,M,23.0,180.0,79.0,Saint Kitts and Nevis,SKN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,2.51,4.92,-1.41
46,1445,804,Antoine Xavier Adams,M,27.0,180.0,79.0,Saint Kitts and Nevis,SKN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,0,2.94,4.58,1.33
47,1465,815,"Francis ""Frank"" Adams",M,26.0,169.0,68.0,Trinidad and Tobago,TTO,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,0,-7.28,-1.83,2.17
48,1547,860,Dariusz Adamus,M,23.0,185.0,94.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Javelin Throw,,0,0,0.24,0.47,-3.41
49,1587,887,James Aryee Addy,M,24.0,183.0,75.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,0,0,3.51,3.08,0.02
50,1619,898,"Stephen Adebisi Gbadegesin ""Steve"" Adegbite",M,24.0,186.0,77.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-0.78,-1.46,-1.31
51,1653,919,Hoche Yaya Aden,M,21.0,180.0,47.0,Djibouti,DJI,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0,0,1.54,-17.88,-3.7
52,1655,920,Ibrahim Mohamed Aden Gedi,M,27.0,178.0,75.0,Somalia,SOM,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",,0,0,-0.22,10.4,2.48
53,1658,922,Jama Mohamed Aden,M,21.0,180.0,68.0,Somalia,SOM,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,0,0,2.25,3.18,-2.85
54,1659,922,Jama Mohamed Aden,M,26.0,180.0,68.0,Somalia,SOM,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0,0,1.54,3.12,1.3
55,1660,923,Olapade Charles Adeniken,M,19.0,186.0,78.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,8.77,5.71,-4.9
56,1663,923,Olapade Charles Adeniken,M,22.0,186.0,78.0,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,7.67,3.95,-2.59
57,1666,923,Olapade Charles Adeniken,M,26.0,186.0,78.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,1,7.72,3.74,1.07
58,1685,936,Isiaq Adeyanju,M,28.0,162.0,65.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,-15.23,-7.29,4.1
59,1704,948,Hammed Adio,M,21.0,185.0,63.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,0,8.72,-6.83,-2.83
60,1726,961,"Bradley Don ""Brad"" Adkins",M,22.0,188.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,0,0,-4.19,4.26,-3.7
61,1787,989,Gadi Ado,M,20.0,173.0,61.0,Uganda,UGA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,0,0,-4.53,-8.83,-3.36
62,1790,991,Christopher Silas Adolf,M,24.0,168.0,59.0,Palau,PLW,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,-9.79,-14.77,-0.61
63,1832,1014,Martin Natchaba Adouna,M,28.0,167.0,68.0,Togo,TOG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,0,0,-14.67,-5.69,4.06
64,1994,1103,Muhammad Afzal,M,21.0,184.0,69.0,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,6.77,-3.29,-2.9
65,2029,1120,"Steven Kirwan ""Steve"" Agar",M,28.0,182.0,72.0,Dominica,DMA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,0,0,2.71,6.27,2.55
66,2049,1135,Francis Agbo,M,22.0,184.0,66.0,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,,0,0,-5.79,-12.14,0.24
67,2129,1182,Pedro Emanuel Costa Agostinho,M,23.0,174.0,64.0,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,-3.23,-8.29,-0.9
68,2176,1214,Eric Agueh,M,24.0,180.0,72.0,Benin,BEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,1.72,-2.26,-0.93
69,2251,1246,Florencio Aguilar Mejia,M,32.0,168.0,62.0,Panama,PAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,-10.33,-12.05,7.41
70,2304,1282,Gustavo Hernando Aguirre,M,23.0,185.0,75.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,2.85,0.85,-1.6
71,2371,1326,"Michael Kofi ""Mike"" Ahey",M,24.0,196.0,72.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,20.44,1.87,0.2
72,2373,1326,"Michael Kofi ""Mike"" Ahey",M,24.0,196.0,72.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,,0,0,14.06,-0.53,-0.38
73,2374,1326,"Michael Kofi ""Mike"" Ahey",M,28.0,196.0,72.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,0,0,20.57,1.25,3.54
74,2376,1326,"Michael Kofi ""Mike"" Ahey",M,28.0,196.0,72.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,,0,0,14.88,-0.47,3.59
75,2377,1326,"Michael Kofi ""Mike"" Ahey",M,32.0,196.0,72.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,0,0,14.33,-1.69,8.06
76,2450,1373,Ramli Ahmad,M,19.0,175.0,67.0,Malaysia,MAS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,-1.23,-4.35,-4.4
77,2473,1384,Abdullah Ali Ahmed,M,26.0,181.0,73.0,Libya,LBA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,2.04,2.3,1.93
78,2479,1390,Azneem Ahmed,M,23.0,169.0,65.0,Maldives,MDV,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,-8.49,-9.08,-1.41
79,2518,1420,Ehab Fuad Ahmed Nagi,M,20.0,175.0,65.0,South Yemen,YMD,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,-2.23,-7.29,-3.9
80,2534,1426,Aimo Antero Aho,M,29.0,186.0,91.5,Finland,FIN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Javelin Throw,,0,0,1.24,-2.03,2.59
81,2575,1441,Erich Ahrendt,M,27.0,174.0,81.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Javelin Throw,,0,0,-9.07,-5.26,1.63
82,2631,1476,Mehdi Aidet,M,26.0,172.0,65.0,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",,0,0,-6.22,0.75,2.28
83,2632,1476,Mehdi Aidet,M,30.0,172.0,65.0,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,0,0,-5.75,0.18,6.15
84,2822,1568,William Michael Jeffrey Akabi-Davis,M,17.0,187.0,58.0,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,,0,0,4.51,-13.58,-6.71
85,2825,1569,Kriss Kezie Uche Chukwu Duru Akabusi,M,25.0,185.0,81.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,5.66,10.2,1.07
86,2977,1658,Rustam Fahimovych Akhmetov,M,22.0,185.0,74.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,,0,0,-1.1,-2.3,-1.2
87,3008,1674,Edward Akika,M,23.0,176.0,66.0,Nigeria,NGR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-7.22,-9.51,-1.73
88,3038,1695,Lahcen Samsam Akka,M,22.0,195.0,120.0,Morocco,MAR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Shot Put,,0,0,4.95,8.14,-4.14
89,3039,1695,Lahcen Samsam Akka,M,30.0,195.0,120.0,Morocco,MAR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Shot Put,,0,0,2.46,-4.38,2.29
90,3051,1702,Eric Akogyiram,M,23.0,170.0,68.0,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,-8.33,-6.05,-1.59
91,3057,1707,Aulis Juhani Akonniemi,M,25.0,184.0,100.0,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,,0,0,-8.0,-16.84,0.42
92,3062,1711,Kossi Casimir Akoto,M,23.0,167.0,73.0,Togo,TOG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,0,-13.98,1.22,-1.3
93,3064,1711,Kossi Casimir Akoto,M,27.0,167.0,73.0,Togo,TOG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,,0,0,-13.52,0.98,2.35
94,3069,1715,"Solomon Sunday Osayande ""Sonny Ba"" Akpata",M,27.0,185.0,72.0,Nigeria,NGR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,,0,0,3.06,-0.53,2.62
95,3103,1734,Aleksandr Timofeyevich Aksinin,M,21.0,173.0,67.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,1,-3.23,-4.35,-2.4
96,3105,1734,Aleksandr Timofeyevich Aksinin,M,25.0,173.0,67.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,1,-3.28,-2.83,1.17
97,3107,1735,Viktor Aksonov,M,23.0,185.0,79.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Javelin Throw,,0,0,1.92,-6.9,-2.44
98,3163,1771,Saeed Ali Al-Adhreai,M,21.0,171.0,64.0,Yemen,YEM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,-9.77,-8.9,-3.11
99,3177,1779,Abdullah Sulaiman Al-Akbary,M,23.0,180.0,75.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,0,0,3.19,4.31,-0.09
100,3210,1803,Ahmed Mahmoud Al-Assiri,M,24.0,180.0,72.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,,0,0,-0.88,-0.65,0.02
101,3227,1811,Abdul Kareem Salah Al-Awad,M,22.0,170.0,63.0,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,-6.23,-8.35,-1.4
102,3245,1819,Bilal Said Mabrouk Al-Azma,M,17.0,171.0,68.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,0,0,-10.67,-5.69,-6.94
103,3264,1836,Hamdan Awdah Al-Bishi,M,19.0,180.0,70.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,-2.15,-4.15,-5.6
104,3266,1836,Hamdan Awdah Al-Bishi,M,23.0,180.0,70.0,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,-0.77,-2.9,-1.11
105,3269,1839,Mohamed Fahd Al-Bishi,M,23.0,160.0,52.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,-17.23,-20.29,-0.9
106,3271,1840,Mohamed Hamed Al-Bishi,M,20.0,170.0,65.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,,0,0,-10.52,-7.02,-4.65
107,3274,1841,Saad Shetwy Al-Bishi,M,23.0,195.0,122.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Shot Put,,0,0,2.09,-4.76,-4.04
108,3295,1856,Sultan Mubarak M. Al-Dawoodi,M,23.0,192.0,86.0,Saudi Arabia,KSA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,,0,0,-3.38,-31.95,-4.24
109,3296,1856,Sultan Mubarak M. Al-Dawoodi,M,27.0,192.0,86.0,Saudi Arabia,KSA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,,0,0,-2.27,-32.49,-1.34
110,3297,1856,Sultan Mubarak M. Al-Dawoodi,M,31.0,192.0,86.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,,0,0,-3.79,-32.91,3.06
111,3321,1870,Mohamed Barak Al-Dosari,M,27.0,160.0,59.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0,0,-18.46,-5.88,2.3
112,3324,1871,Mohamed Jaman Al-Dosari,M,26.0,167.0,60.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,,0,0,-10.97,-10.66,1.84
113,3329,1875,Rashid Shafi Al-Dosari,M,19.0,198.0,130.0,Qatar,QAT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,,0,0,2.6,12.18,-10.31
114,3330,1875,Rashid Shafi Al-Dosari,M,27.0,198.0,130.0,Qatar,QAT,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,,0,0,2.62,12.05,-0.24
115,3336,1880,Youssef Matouq Al-Dosari,M,26.0,160.0,51.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-25.18,-23.99,1.77
116,3371,1898,Mouteb Al-Faouri,M,24.0,178.0,70.0,Jordan,JOR,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,0,0,0.25,5.18,0.15
117,3375,1901,Bahaa Al-Farra,M,21.0,175.0,65.0,Palestine,PLE,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,,0,0,-6.41,-8.37,-2.71
118,3381,1907,Nabil Mohammed Al-Garbi,M,18.0,175.0,65.0,Yemen,YEM,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",,0,0,-3.74,0.23,-6.1
119,3383,1909,Mohamad Al-Garni,M,20.0,179.0,55.0,Qatar,QAT,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",,0,0,0.26,-9.77,-4.1
120,3396,1920,Sultan Abdulmajeed E. Al-Habshi,M,25.0,190.0,92.0,Saudi Arabia,KSA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,,0,0,-0.64,-32.86,-2.43
121,3399,1923,Sulaiman Juma Obaid Al-Habsi,M,18.0,165.0,60.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,-13.96,-10.7,-6.07
122,3419,1936,Khalil Ahmed Al-Hanahneh,M,24.0,171.0,70.0,Jordan,JOR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,-6.68,-4.48,-1.0
123,3433,1946,Barakat Mubarak Al-Harthi,M,24.0,173.0,67.0,Oman,OMA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,-4.49,-7.08,-0.41
124,3434,1946,Barakat Mubarak Al-Harthi,M,28.0,173.0,67.0,Oman,OMA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,0,-4.06,-7.42,2.33
125,3464,1971,Ali Saleh Al-Jadani,M,23.0,180.0,85.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Javelin Throw,,0,0,-7.14,-10.58,-4.11
126,3475,1979,Mansour Farhan Al-Juaid,M,24.0,175.0,62.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,0,0,-1.19,-7.66,0.31
127,3493,1994,Abdullah Salem Al-Khalidi,M,30.0,170.0,66.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,-7.23,-6.29,6.1
128,3497,1995,Khaled Salman Al-Khalidi,M,27.0,195.0,110.0,Saudi Arabia,KSA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Shot Put,,0,0,3.46,-9.15,-1.0
129,3498,1995,Khaled Salman Al-Khalidi,M,27.0,195.0,110.0,Saudi Arabia,KSA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Discus Throw,,0,0,1.59,-3.56,-0.75
130,3499,1995,Khaled Salman Al-Khalidi,M,31.0,195.0,110.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Shot Put,,0,0,4.57,-12.03,3.63
131,3514,2005,Basheer Mohamed Al-Khewani,M,18.0,175.0,68.0,Yemen,YEM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,-7.15,-6.15,-6.6
132,3554,2031,Mohamed Amer Al-Rashed Al-Malky,M,21.0,176.0,62.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,-3.34,-8.8,-2.93
133,3556,2031,Mohamed Amer Al-Rashed Al-Malky,M,25.0,176.0,62.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,-2.96,-8.7,0.93
134,3558,2031,Mohamed Amer Al-Rashed Al-Malky,M,29.0,176.0,62.0,Oman,OMA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,0,-4.98,-9.78,4.7
135,3579,2048,Ahmed Hadib Al-Moamari Bashir,M,19.0,170.0,62.0,Oman,OMA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,-8.33,-12.05,-5.59
136,3583,2052,Abdul Majeed Al-Mosawi,M,18.0,165.0,65.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,0,-11.28,-4.83,-5.83
137,3612,2070,Mohamed Ahmed Amer  Al-Nahdi,M,25.0,175.0,70.0,United Arab Emirates,UAE,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",,0,0,-2.57,6.67,0.43
138,3624,2079,Abdul Rahman Sultan Al-Nubi Faraj,M,20.0,192.0,77.0,Qatar,QAT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,0,0,8.47,0.7,-4.64
139,3625,2079,Abdul Rahman Sultan Al-Nubi Faraj,M,24.0,192.0,77.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,,0,0,8.72,0.97,-1.52
140,3645,2089,Ibrahim Mohamed Al-Ouiran,M,25.0,175.0,98.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Discus Throw,,0,0,-16.83,-16.14,-2.66
141,3651,2092,Abdul Atif Seif Al-Qahtani,M,26.0,172.0,70.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Javelin Throw,,0,0,-10.5,-17.68,-1.0
142,3654,2095,Haji Bakr Al-Qahtani,M,23.0,173.0,63.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,-5.96,-7.7,-1.07
143,3697,2121,Hussain Taher Al-Sabee,M,20.0,187.0,85.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,0,0,3.47,8.7,-4.64
144,3698,2121,Hussain Taher Al-Sabee,M,28.0,187.0,85.0,Saudi Arabia,KSA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Long Jump,,0,0,3.11,7.11,2.29
145,3707,2127,Jamal Abdullah Al-Saffar,M,24.0,175.0,70.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,-3.28,-4.26,-0.93
146,3708,2127,Jamal Abdullah Al-Saffar,M,28.0,175.0,70.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,-2.79,-3.77,3.39
147,3710,2128,Abdul Wahab Naser Al-Safra,M,23.0,171.0,59.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,0,0,-7.64,-6.59,-1.22
148,3728,2139,Mohamed Al-Sehly,M,21.0,165.0,59.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,-11.23,-12.35,-2.4
149,3731,2141,Sheikr Al-Shabani,M,26.0,172.0,65.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 1,500 metres",,0,0,-7.45,-1.83,2.52
150,3738,2147,Fawaz Al-Shammari,M,35.0,182.0,76.0,Kuwait,KUW,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-4.71,-3.94,9.31
151,3739,2148,Fawzi Dahesh Al-Shammari,M,21.0,185.0,65.0,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,2.85,-9.15,-3.6
152,3741,2148,Fawzi Dahesh Al-Shammari,M,25.0,185.0,65.0,Kuwait,KUW,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,4.23,-7.9,0.89
153,3754,2158,Amor Masoud Al-Sharji,M,20.0,178.0,60.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,0,0,0.25,-4.82,-3.85
154,3761,2164,Abdullah Mohamed Al-Sheib,M,23.0,181.0,77.0,Qatar,QAT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,,0,0,-1.44,1.56,-1.15
155,3762,2164,Abdullah Mohamed Al-Sheib,M,27.0,181.0,77.0,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's High Jump,,0,0,-8.98,2.36,3.38
