ID,Height,Age,Weight
111293,170.0,22.0,64.0
111311,178.0,20.0,62.0
111437,173.0,22.0,68.0
111802,165.0,22.0,60.0
111846,186.0,33.0,106.0
111853,183.0,24.0,83.0
111982,185.0,23.0,77.0
112207,178.0,27.0,69.0
112277,185.0,29.0,105.0
112353,190.0,23.0,90.0
112358,195.0,24.0,98.0
112548,182.0,26.0,77.0
112699,185.0,36.0,96.0
112750,200.0,22.0,120.0
112820,187.0,33.0,107.0
112820,187.0,37.0,107.0
112828,186.0,28.0,73.0
112845,175.0,27.0,110.0
112971,186.0,19.0,73.0
113015,179.0,24.0,69.0
113205,186.0,21.0,71.0
113248,165.0,24.0,60.0
113255,178.0,26.0,62.0
113390,166.0,23.0,63.0
113753,187.0,19.0,76.0
113758,175.0,30.0,62.0
113786,182.0,21.0,68.0
113849,178.0,28.0,57.0
114080,167.0,20.0,63.0
114426,186.0,21.0,88.0
114426,186.0,25.0,88.0
114470,176.0,27.0,62.0
114588,182.0,23.0,78.0
114717,176.0,31.0,54.0
114815,197.0,24.0,92.0
114821,180.0,26.0,77.0
114865,181.0,33.0,73.0
115089,183.0,24.0,78.0
115089,183.0,28.0,78.0
115159,175.0,22.0,66.0
115381,188.0,27.0,75.0
115457,175.0,29.0,61.0
115457,175.0,34.0,61.0
115509,198.0,26.0,117.0
115644,186.0,26.0,93.0
116179,174.0,29.0,60.0
116188,177.0,22.0,65.0
116191,178.0,20.0,68.0
116212,185.0,24.0,65.0
116295,179.0,28.0,76.0
116318,182.0,27.0,73.0
116641,180.0,29.0,81.0
116724,174.0,31.0,58.0
116931,185.0,23.0,73.0
116983,185.0,32.0,69.0
117041,187.0,27.0,110.0
117087,175.0,30.0,72.0
117176,171.0,32.0,71.0
117180,172.0,23.0,54.0
117202,176.0,28.0,71.0
117385,190.0,22.0,80.0
117545,176.0,27.0,62.0
117819,191.0,21.0,65.0
117941,179.0,28.0,63.0
117983,186.0,25.0,64.0
118172,163.0,26.0,67.0
118187,168.0,26.0,62.0
118220,196.0,27.0,120.0
118220,196.0,35.0,120.0
118413,175.0,22.0,67.0
118816,176.0,24.0,66.5
118955,178.0,21.0,60.0
119029,185.0,25.0,102.0
119076,188.0,28.0,90.0
119102,180.0,24.0,70.0
119106,186.0,24.0,78.0
119759,165.0,25.0,57.0
119923,170.0,24.0,57.0
120019,162.0,22.0,61.0
120170,179.0,33.0,67.0
120187,184.0,26.0,80.0
120193,200.0,30.0,110.0
120621,188.0,24.0,63.0
120701,191.0,27.0,83.0
120750,178.0,29.0,72.0
120796,187.0,26.0,85.0
120876,177.0,30.0,67.0
120962,197.0,26.0,81.0
121115,178.0,23.0,63.0
121144,172.0,32.0,63.0
121317,185.0,24.0,76.0
121395,176.0,36.0,63.0
121495,185.0,21.0,70.0
121629,187.0,24.0,82.0
121719,178.0,24.0,66.0
121740,183.0,23.0,80.0
121800,192.0,20.0,84.0
122084,182.0,21.0,70.0
122352,176.0,23.0,70.0
122719,187.0,23.0,85.0
122771,175.0,25.0,65.0
122958,198.0,28.0,87.0
122980,190.0,35.0,70.0
123079,179.0,25.0,128.0
123086,187.0,23.0,78.0
123177,173.0,26.0,60.0
123347,180.0,29.0,72.0
123443,172.0,35.0,60.0
123447,174.0,30.0,62.0
123497,178.0,39.0,100.0
123650,178.0,30.0,75.0
123680,180.0,23.0,69.0
123709,180.0,26.0,69.0
123955,173.0,24.0,65.0
124028,169.0,21.0,57.0
124513,184.0,25.0,70.0
125202,193.0,30.0,84.0
125596,182.0,29.0,73.0
125730,175.0,32.0,70.0
125791,187.0,24.0,95.0
125908,186.0,29.0,71.0
125908,186.0,33.0,71.0
125909,155.0,27.0,47.0
125913,186.0,21.0,74.0
125916,165.0,25.0,77.0
125990,187.0,28.0,83.0
126097,174.0,25.0,58.0
126098,174.0,25.0,61.0
126301,188.0,24.0,83.0
126334,185.0,24.0,60.0
126427,175.0,28.0,59.0
126440,174.0,21.0,71.0
126708,183.0,25.0,78.0
126732,174.0,24.0,63.0
126950,193.0,38.0,126.0
126969,172.0,29.0,52.0
127136,187.0,27.0,85.0
127488,174.0,29.0,71.0
128773,185.0,22.0,83.0
128806,182.0,21.0,62.0
129002,167.0,24.0,58.0
129053,175.0,26.0,68.0
129329,176.0,36.0,63.0
129346,197.0,28.0,122.0
129346,197.0,32.0,122.0
129369,188.0,22.0,81.0
129404,191.0,35.0,119.0
129419,193.0,25.0,120.0
129516,175.0,21.0,72.0
129636,178.0,21.0,69.0
129704,191.0,22.0,86.0
129755,181.0,25.0,84.0
130025,170.0,34.0,59.0
130052,189.0,28.0,72.0
130072,185.0,41.0,72.0
130169,183.0,25.0,74.0
130170,190.0,23.0,86.0
130284,190.0,24.0,90.0
130542,192.0,31.0,82.0
130596,170.0,30.0,62.0
130640,172.0,32.0,65.0
130734,183.0,21.0,68.0
130923,177.0,28.0,62.0
131047,187.0,22.0,83.0
131144,196.0,28.0,85.0
131283,170.0,24.0,54.0
131521,180.0,24.0,73.0
131739,189.0,27.0,80.0
131739,189.0,27.0,80.0
131965,177.0,22.0,65.0
132027,184.0,22.0,78.0
132177,177.0,21.0,69.0
132303,170.0,24.0,58.0
132379,178.0,24.0,65.0
132564,190.0,24.0,75.0
132580,178.0,15.0,68.0
132641,178.0,34.0,68.0
133046,181.0,26.0,77.0
133718,180.0,27.0,87.0
133825,175.0,26.0,70.0
134084,184.0,26.0,70.0
134265,175.0,27.0,65.0
134363,195.0,24.0,81.0
134363,195.0,24.0,81.0
134373,186.0,29.0,86.0
134489,186.0,29.0,120.0
134633,182.0,24.0,65.0
134898,184.0,26.0,74.0
135095,192.0,36.0,120.0
135124,182.0,26.0,74.0
135246,199.0,29.0,75.0
86,182.0,26.0,67.0
379,160.0,21.0,50.0
411,166.0,22.0,58.0
923,186.0,22.0,78.0
963,188.0,26.0,80.0
1270,172.0,26.0,64.0
1561,180.0,20.0,62.0
1569,185.0,25.0,81.0
1569,185.0,33.0,81.0
1673,188.0,22.0,77.0
2170,191.0,23.0,72.0
2469,200.0,32.0,130.0
2469,200.0,36.0,130.0
2760,187.0,28.0,75.0
2892,180.0,23.0,73.0
3011,182.0,28.0,70.0
4094,191.0,25.0,118.0
4179,170.0,34.0,58.0
4617,167.0,26.0,63.0
4667,175.0,24.0,58.0
4667,175.0,28.0,58.0
4674,184.0,22.0,120.0
4782,180.0,28.0,62.0
5106,178.0,23.0,65.0
5150,173.0,30.0,70.0
5159,190.0,27.0,125.0
5446,179.0,24.0,68.0
5482,178.0,26.0,68.0
5561,183.0,26.0,77.0
5578,180.0,22.0,75.0
5702,192.0,29.0,120.0
5991,189.0,24.0,88.0
6025,183.0,28.0,77.0
6123,191.0,24.0,89.0
6123,191.0,27.0,89.0
6164,172.0,19.0,74.0
6272,188.0,20.0,84.0
6406,199.0,19.0,86.0
6448,188.0,22.0,70.0
6594,195.0,27.0,102.0
6642,188.0,31.0,79.0
6662,173.0,21.0,68.0
6810,194.0,29.0,135.0
6890,183.0,28.0,82.0
6901,180.0,31.0,65.0
6912,193.0,20.0,84.0
6932,175.0,22.0,65.0
7038,183.0,25.0,72.0
7430,180.0,22.0,75.0
7605,184.0,22.0,79.0
7968,195.0,22.0,132.0
7968,195.0,30.0,132.0
8058,174.0,21.0,66.0
8059,172.0,21.0,63.0
8152,178.0,21.0,60.0
8204,190.0,21.0,65.0
8243,174.0,23.0,70.0
8243,174.0,26.0,70.0
8267,173.0,25.0,68.0
8385,198.0,31.0,130.0
8417,181.0,29.0,80.0
8556,180.0,22.0,86.0
8752,178.0,27.0,62.0
8789,176.0,21.0,61.0
8794,190.0,23.0,71.0
8828,170.0,23.0,68.0
8900,183.0,27.0,59.0
8902,173.0,19.0,52.0
9185,191.0,24.0,82.0
9237,178.0,21.0,78.0
9343,176.0,25.0,74.0
9487,165.0,26.0,56.0
9487,165.0,26.0,56.0
9490,173.0,25.0,65.0
9634,191.0,28.0,77.0
9638,174.0,26.0,68.0
9848,180.0,31.0,65.0
9998,178.0,25.0,91.0
10158,188.0,28.0,98.0
10188,170.0,22.0,64.0
10689,185.0,22.0,77.0
10798,180.0,21.0,66.0
11143,195.0,20.0,135.0
11143,195.0,24.0,135.0
11145,191.0,19.0,108.0
11380,178.0,29.0,67.0
11424,184.0,24.0,79.0
11467,177.0,28.0,57.0
11467,177.0,32.0,57.0
11839,173.0,22.0,58.0
11839,173.0,26.0,58.0
11983,186.0,21.0,80.0
11988,190.0,26.0,79.0
11988,190.0,30.0,79.0
11988,190.0,30.0,79.0
12086,180.0,22.0,80.0
12086,180.0,22.0,80.0
12086,180.0,26.0,80.0
12244,180.0,24.0,88.0
12882,180.0,23.0,68.0
12946,176.0,26.0,75.0
12946,176.0,26.0,75.0
13018,173.0,30.0,64.0
13029,196.0,21.0,95.0
13029,196.0,25.0,95.0
13029,196.0,25.0,95.0
13029,196.0,25.0,95.0
13071,177.0,23.0,61.0
13127,183.0,36.0,113.0
13131,198.0,26.0,77.0
13404,178.0,21.0,63.0
13428,180.0,29.0,68.0
13691,183.0,22.0,80.0
13691,183.0,22.0,80.0
13691,183.0,22.0,80.0
13797,187.0,21.0,74.0
14025,167.0,26.0,60.0
14128,183.0,27.0,75.0
14172,171.0,21.0,60.0
14383,181.0,27.0,66.0
14544,190.0,25.0,89.0
14810,183.0,22.0,75.0
15001,185.0,26.0,81.0
15001,185.0,26.0,81.0
15075,191.0,23.0,116.0
15097,188.0,24.0,81.0
15309,179.0,31.0,77.0
15460,198.0,24.0,79.0
15473,180.0,22.0,74.0
15488,178.0,29.0,75.0
15488,178.0,37.0,75.0
15571,180.0,22.0,73.0
15704,176.0,27.0,61.0
15730,185.0,22.0,79.0
15930,181.0,26.0,79.0
16430,172.0,28.0,60.0
16677,193.0,27.0,72.0
16698,183.0,25.0,91.0
16721,183.0,25.0,82.0
16819,191.0,21.0,80.0
17174,172.0,29.0,59.0
17213,175.0,23.0,65.0
17213,175.0,27.0,65.0
17300,175.0,25.0,55.0
17437,185.0,23.0,75.0
17476,179.0,26.0,75.0
17478,189.0,24.0,86.0
17478,189.0,28.0,86.0
17606,180.0,26.0,79.0
17618,188.0,28.0,79.0
17697,183.0,27.0,83.0
17697,183.0,30.0,83.0
17737,190.0,18.0,94.0
17737,190.0,22.0,94.0
17750,188.0,28.0,77.0
17976,170.0,24.0,60.0
18216,176.0,25.0,63.0
18290,193.0,23.0,85.0
18481,191.0,21.0,84.0
18481,191.0,21.0,84.0
18683,196.0,23.0,93.0
18740,188.0,26.0,79.0
19335,176.0,26.0,65.0
19630,183.0,21.0,73.0
20134,163.0,19.0,54.0
21313,189.0,28.0,94.0
21406,190.0,27.0,82.0
21550,170.0,25.0,59.0
21550,170.0,29.0,59.0
21851,178.0,20.0,78.0
21881,183.0,27.0,72.0
21947,180.0,28.0,83.0
21954,181.0,21.0,72.0
21954,181.0,21.0,72.0
21990,188.0,22.0,86.0
22002,180.0,25.0,74.0
22157,195.0,22.0,102.0
22162,178.0,29.0,70.0
22162,178.0,29.0,70.0
22207,175.0,23.0,54.0
22676,185.0,21.0,78.0
22676,185.0,29.0,78.0
22698,183.0,25.0,106.0
22821,183.0,21.0,68.0
22821,183.0,25.0,68.0
22850,185.0,26.0,72.0
22941,188.0,23.0,85.0
22941,188.0,23.0,85.0
22978,191.0,29.0,85.0
23482,188.0,23.0,81.0
23482,188.0,23.0,81.0
23668,186.0,23.0,69.0
23711,187.0,25.0,90.0
23723,181.0,26.0,86.0
23723,181.0,30.0,86.0
23963,183.0,23.0,71.0
23974,201.0,23.0,125.0
24043,187.0,25.0,74.0
24252,170.0,24.0,62.0
24274,180.0,20.0,71.0
24440,188.0,22.0,72.0
24635,186.0,21.0,74.0
24678,178.0,24.0,69.0
24678,178.0,29.0,69.0
24684,187.0,23.0,78.0
24684,187.0,27.0,78.0
24689,186.0,29.0,88.0
24731,187.0,31.0,74.0
25111,183.0,23.0,70.0
25111,183.0,27.0,70.0
25111,183.0,31.0,70.0
25157,193.0,27.0,123.0
25157,193.0,31.0,123.0
25157,193.0,35.0,123.0
25228,182.0,23.0,88.0
25284,198.0,31.0,125.0
25284,198.0,35.0,125.0
25546,186.0,25.0,84.0
25635,185.0,22.0,77.0
25669,203.0,21.0,90.0
25670,183.0,24.0,79.0
25686,183.0,22.0,73.0
25686,183.0,25.0,73.0
25686,183.0,25.0,73.0
25694,190.0,26.0,70.0
26135,176.0,21.0,70.0
26135,176.0,21.0,70.0
26135,176.0,21.0,70.0
26375,166.0,23.0,66.0
26375,166.0,31.0,66.0
26509,186.0,22.0,76.0
26509,186.0,26.0,76.0
26835,188.0,34.0,116.0
26975,193.0,28.0,90.0
27183,183.0,27.0,93.0
27232,175.0,33.0,67.0
27323,185.0,22.0,106.0
27366,175.0,30.0,62.0
27381,182.0,21.0,76.0
27966,183.0,28.0,76.0
27978,192.0,31.0,115.0
28124,190.0,29.0,72.0
28428,176.0,22.0,64.0
28539,178.0,25.0,69.0
28539,178.0,25.0,69.0
28539,178.0,29.0,69.0
28539,178.0,29.0,69.0
28811,175.0,22.0,80.0
28811,175.0,22.0,80.0
28819,188.0,22.0,72.0
28834,186.0,22.0,70.0
29164,173.0,31.0,67.0
29233,187.0,21.0,87.0
29366,180.0,27.0,74.0
29473,183.0,26.0,74.0
29655,180.0,23.0,65.0
29947,183.0,25.0,73.0
29966,187.0,27.0,83.0
30097,196.0,22.0,83.0
30097,196.0,26.0,83.0
30123,175.0,27.0,75.0
30123,175.0,32.0,75.0
30402,181.0,23.0,81.0
30642,180.0,23.0,73.0
30661,195.0,23.0,79.0
31001,186.0,24.0,90.0
31122,168.0,28.0,56.0
31205,186.0,24.0,81.0
31487,182.0,30.0,73.0
31487,182.0,34.0,73.0
31498,185.0,21.0,82.0
31636,188.0,23.0,77.0
31890,176.0,29.0,58.0
31890,176.0,29.0,58.0
31940,180.0,23.0,61.0
32217,190.0,29.0,95.0
32339,181.0,22.0,68.0
32352,181.0,25.0,67.0
32482,183.0,27.0,87.0
32862,188.0,21.0,69.0
32964,184.0,28.0,73.0
33177,175.0,24.0,64.0
33421,179.0,22.0,70.0
33438,183.0,17.0,66.0
33457,180.0,21.0,78.0
33507,187.0,21.0,64.0
33547,180.0,30.0,71.0
33597,184.0,20.0,82.0
33598,182.0,20.0,79.0
34012,175.0,29.0,58.0
34012,175.0,33.0,58.0
34151,172.0,24.0,64.0
34208,175.0,20.0,78.0
34638,177.0,23.0,72.0
34814,175.0,27.0,60.0
35268,167.0,30.0,67.0
36062,185.0,23.0,72.0
36356,199.0,18.0,78.0
36415,178.0,28.0,68.0
36424,190.0,25.0,84.0
36669,183.0,21.0,68.0
36880,170.0,29.0,67.0
36933,180.0,24.0,73.0
36933,180.0,28.0,73.0
36994,173.0,21.0,67.0
36996,183.0,21.0,82.0
37026,177.0,24.0,64.0
37083,182.0,37.0,75.0
37733,164.0,25.0,72.0
38037,184.0,25.0,82.0
38252,172.0,30.0,60.0
38252,172.0,30.0,60.0
38508,189.0,24.0,79.0
38590,177.0,26.0,71.0
38712,181.0,26.0,83.0
38730,176.0,28.0,75.0
38737,186.0,29.0,70.0
38753,193.0,20.0,94.0
38764,175.0,30.0,64.0
39015,189.0,22.0,83.0
39029,181.0,22.0,69.0
39035,186.0,22.0,80.0
39035,186.0,22.0,80.0
39035,186.0,34.0,80.0
39156,187.0,25.0,76.0
39163,191.0,22.0,75.0
39288,180.0,22.0,58.0
39290,171.0,22.0,56.0
39291,165.0,27.0,56.0
39390,177.0,23.0,73.0
39472,174.0,25.0,74.0
39508,190.0,25.0,83.0
39944,176.0,36.0,66.0
40155,184.0,25.0,78.0
40677,173.0,19.0,67.0
40969,193.0,24.0,129.0
40969,193.0,28.0,129.0
41133,176.0,26.0,78.0
41634,175.0,32.0,64.0
41788,184.0,25.0,104.0
41788,184.0,34.0,104.0
41810,179.0,23.0,83.0
41888,170.0,33.0,63.0
41952,188.0,22.0,77.0
42158,191.0,24.0,81.0
42211,178.0,20.0,70.0
42293,182.0,24.0,71.0
42296,178.0,22.0,72.0
42296,178.0,26.0,72.0
42533,191.0,32.0,75.0
42662,173.0,23.0,69.0
42662,173.0,23.0,69.0
42668,183.0,25.0,70.0
42668,183.0,29.0,70.0
42669,176.0,26.0,80.0
43065,175.0,24.0,65.0
43490,172.0,25.0,83.0
43949,200.0,27.0,128.0
44091,175.0,29.0,64.0
44201,183.0,21.0,68.0
44473,186.0,20.0,72.0
44473,186.0,25.0,72.0
44935,178.0,27.0,62.0
44993,183.0,22.0,75.0
45004,183.0,21.0,75.0
45314,189.0,23.0,70.0
45391,180.0,20.0,75.0
45590,187.0,29.0,105.0
45709,183.0,23.0,75.0
45819,184.0,31.0,72.0
45967,196.0,28.0,96.0
45972,178.0,22.0,77.0
46056,183.0,26.0,110.0
46094,176.0,24.0,73.0
46159,183.0,18.0,77.0
46180,185.0,22.0,83.0
46180,185.0,22.0,83.0
46193,188.0,22.0,80.0
46193,188.0,26.0,80.0
46251,178.0,23.0,69.0
46275,207.0,26.0,120.0
46277,201.0,27.0,126.0
46370,182.0,23.0,71.0
46370,182.0,23.0,71.0
46638,185.0,26.0,79.0
46638,185.0,26.0,79.0
47299,195.0,22.0,93.0
47464,160.0,24.0,72.0
47515,187.0,24.0,72.0
47515,187.0,28.0,72.0
47518,200.0,31.0,84.0
47664,189.0,28.0,81.0
47664,189.0,28.0,81.0
47692,185.0,27.0,72.0
48076,179.0,25.0,74.0
48117,176.0,23.0,64.0
48143,185.0,33.0,82.0
48174,191.0,24.0,80.0
48484,179.0,28.0,67.0
48536,181.0,23.0,70.0
48560,186.0,24.0,77.0
48599,186.0,22.0,75.0
48689,180.0,22.0,82.0
48696,183.0,22.0,81.0
48701,200.0,26.0,102.0
48823,174.0,24.0,65.0
48851,176.0,24.0,62.0
49109,182.0,34.0,147.0
49204,185.0,24.0,71.0
49328,182.0,24.0,90.0
49448,181.0,28.0,71.0
49611,178.0,24.0,77.0
49611,178.0,28.0,77.0
49611,178.0,36.0,77.0
49626,183.0,22.0,78.0
49708,183.0,25.0,70.0
49812,187.0,26.0,82.0
50310,185.0,25.0,78.0
50834,190.0,30.0,82.0
51403,168.0,22.0,57.0
51460,183.0,28.0,77.0
51469,181.0,26.0,83.0
51632,197.0,29.0,89.0
51708,173.0,25.0,68.0
52040,188.0,28.0,77.0
52716,186.0,21.0,75.0
52755,164.0,27.0,56.0
52899,171.0,42.0,62.0
53094,173.0,25.0,69.0
53098,182.0,21.0,75.0
53478,170.0,20.0,72.0
53492,180.0,23.0,66.0
53493,181.0,20.0,70.0
53825,178.0,30.0,67.0
53904,182.0,27.0,75.0
54094,175.0,24.0,65.0
54164,183.0,22.0,75.0
54269,186.0,22.0,74.0
54273,190.0,20.0,82.0
54297,188.0,26.0,88.0
54652,180.0,24.0,77.0
54697,180.0,21.0,75.0
54919,170.0,29.0,71.0
55323,178.0,25.0,70.0
55335,177.0,22.0,75.0
55335,177.0,22.0,75.0
55361,176.0,23.0,66.0
55396,180.0,21.0,70.0
55420,185.0,26.0,86.0
55422,178.0,48.0,60.0
55430,183.0,24.0,77.0
55430,183.0,28.0,77.0
55444,190.0,21.0,91.0
55444,190.0,25.0,91.0
55667,180.0,22.0,76.0
55685,183.0,18.0,77.0
55688,180.0,26.0,75.0
56170,190.0,25.0,84.0
56308,195.0,21.0,85.0
56327,185.0,27.0,72.0
56989,182.0,23.0,72.0
57104,180.0,28.0,73.0
57263,176.0,30.0,75.0
57275,184.0,23.0,73.0
57280,196.0,33.0,125.0
57370,197.0,29.0,125.0
57573,181.0,27.0,62.0
57714,198.0,23.0,98.0
57773,165.0,30.0,54.0
57856,184.0,23.0,88.0
57950,177.0,24.0,68.0
58067,183.0,24.0,76.0
58067,183.0,24.0,76.0
58251,183.0,24.0,79.0
58283,176.0,29.0,66.0
58366,166.0,26.0,45.0
58405,166.0,29.0,56.0
58429,173.0,28.0,66.0
58429,173.0,32.0,66.0
58429,173.0,32.0,66.0
58444,196.0,26.0,86.0
58614,167.0,22.0,52.0
58614,167.0,30.0,52.0
58788,178.0,21.0,66.0
59323,196.0,24.0,124.0
60401,167.0,27.0,58.0
60449,184.0,22.0,73.0
60492,180.0,20.0,64.0
60514,185.0,21.0,91.0
60514,185.0,26.0,91.0
60589,167.0,19.0,57.0
60589,167.0,31.0,57.0
60594,182.0,27.0,63.0
60610,190.0,19.0,63.0
60623,175.0,19.0,55.0
60623,175.0,23.0,55.0
60624,167.0,21.0,58.0
60628,175.0,24.0,60.0
60686,178.0,32.0,66.0
60756,176.0,22.0,63.0
60779,177.0,30.0,62.0
60790,175.0,20.0,68.0
60833,178.0,32.0,63.0
60835,188.0,24.0,115.0
60939,172.0,17.0,60.0
60941,186.0,26.0,77.0
61238,185.0,35.0,103.0
61403,192.0,26.0,82.0
61457,178.0,20.0,71.0
61878,170.0,22.0,60.0
61935,170.0,22.0,60.0
62104,176.0,28.0,80.0
62308,196.0,32.0,125.0
62790,172.0,24.0,64.0
62932,168.0,32.0,60.0
62932,168.0,32.0,60.0
62932,168.0,36.0,60.0
62948,175.0,25.0,68.0
63438,178.0,25.0,80.0
63807,186.0,23.0,94.0
64019,180.0,24.0,70.0
64019,180.0,27.0,70.0
64029,180.0,20.0,73.0
64151,189.0,27.0,90.0
64342,190.0,30.0,93.0
64425,194.0,30.0,125.0
64469,172.0,31.0,59.0
64700,183.0,21.0,73.0
64793,190.0,21.0,98.0
64805,184.0,26.0,82.0
64805,184.0,30.0,82.0
64805,184.0,34.0,82.0
65181,170.0,21.0,72.0
65286,172.0,29.0,72.0
65542,194.0,21.0,89.0
65568,185.0,23.0,125.0
65654,185.0,26.0,73.0
65789,187.0,21.0,84.0
65789,187.0,25.0,84.0
65854,173.0,25.0,58.0
65854,173.0,29.0,58.0
66002,164.0,27.0,55.0
66192,178.0,31.0,63.0
66200,172.0,21.0,70.0
66349,185.0,28.0,81.0
66358,182.0,26.0,69.0
66747,186.0,30.0,77.0
66790,183.0,30.0,65.0
66916,178.0,24.0,70.0
66916,178.0,24.0,70.0
67076,186.0,23.0,76.0
67172,193.0,27.0,114.0
67233,177.0,25.0,71.0
67307,175.0,23.0,76.0
67589,182.0,21.0,65.0
67640,183.0,30.0,74.0
67787,167.0,27.0,56.0
68394,183.0,26.0,75.0
68525,176.0,24.0,68.0
68610,190.0,22.0,74.0
69209,170.0,25.0,72.0
69210,188.0,23.0,80.0
69210,188.0,23.0,80.0
69210,188.0,27.0,80.0
69210,188.0,27.0,80.0
69210,188.0,27.0,80.0
69210,188.0,35.0,80.0
69259,188.0,19.0,84.0
69259,188.0,23.0,84.0
69693,182.0,25.0,74.0
69854,175.0,26.0,67.0
70201,174.0,27.0,66.0
70310,179.0,21.0,69.0
70477,168.0,23.0,62.0
70477,168.0,27.0,62.0
70532,183.0,27.0,78.0
70538,180.0,22.0,106.0
70538,180.0,30.0,106.0
70785,178.0,28.0,59.0
70785,178.0,37.0,59.0
70785,178.0,40.0,59.0
70827,167.0,28.0,63.0
71196,193.0,20.0,118.0
71196,193.0,24.0,118.0
71237,175.0,30.0,57.0
71298,167.0,29.0,55.0
71298,167.0,37.0,55.0
71719,189.0,26.0,99.0
71757,186.0,20.0,83.0
71969,192.0,23.0,80.0
72116,176.0,20.0,64.0
72278,181.0,27.0,73.0
72337,190.0,22.0,75.0
72379,181.0,25.0,72.0
72466,180.0,25.0,90.0
72466,180.0,29.0,90.0
72466,180.0,33.0,90.0
72770,178.0,26.0,61.0
73021,187.0,31.0,81.0
73383,165.0,26.0,53.0
73555,182.0,25.0,81.0
73758,204.0,30.0,142.0
73810,184.0,29.0,98.0
73817,192.0,27.0,100.0
73857,170.0,28.0,67.0
74084,182.0,25.0,68.0
74084,182.0,29.0,68.0
74090,180.0,21.0,73.0
74452,171.0,26.0,74.0
74489,193.0,23.0,86.0
74659,165.0,27.0,57.0
75189,185.0,23.0,76.0
75388,178.0,24.0,75.0
75388,178.0,24.0,75.0
75633,178.0,26.0,66.0
75753,176.0,26.0,69.0
75783,183.0,29.0,77.0
75800,185.0,29.0,132.0
76200,165.0,26.0,51.0
76386,183.0,27.0,81.0
76409,190.0,17.0,92.0
76409,190.0,21.0,92.0
76433,178.0,24.0,76.0
76433,178.0,28.0,76.0
76533,188.0,22.0,89.0
76533,188.0,22.0,89.0
76534,200.0,19.0,120.0
76534,200.0,23.0,120.0
76682,188.0,26.0,84.0
76960,188.0,26.0,81.0
77030,176.0,22.0,74.0
77152,193.0,33.0,130.0
77391,183.0,22.0,78.0
77405,178.0,25.0,72.0
77470,183.0,21.0,85.0
77519,183.0,32.0,75.0
77654,183.0,20.0,77.0
77654,183.0,20.0,77.0
77680,185.0,26.0,72.0
77680,185.0,30.0,72.0
77680,185.0,30.0,72.0
77680,185.0,30.0,72.0
77761,181.0,30.0,70.0
77818,180.0,32.0,63.0
77877,180.0,24.0,68.0
77950,181.0,22.0,72.0
77950,181.0,26.0,72.0
78149,192.0,22.0,101.0
78347,190.0,23.0,75.0
78347,190.0,27.0,75.0
78347,190.0,31.0,75.0
78746,180.0,20.0,73.0
78746,180.0,28.0,73.0
78834,175.0,25.0,63.0
78962,188.0,27.0,72.0
78964,191.0,22.0,86.0
78964,191.0,22.0,86.0
78964,191.0,30.0,86.0
78964,191.0,30.0,86.0
79272,175.0,22.0,55.0
79596,183.0,38.0,73.0
79608,178.0,32.0,69.0
79871,179.0,22.0,77.0
79880,168.0,27.0,68.0
79915,183.0,25.0,79.0
79928,180.0,21.0,67.0
79970,180.0,26.0,68.0
80066,170.0,27.0,56.0
80066,170.0,31.0,56.0
80204,178.0,21.0,85.0
80399,175.0,26.0,70.0
80399,175.0,26.0,70.0
80419,185.0,25.0,79.0
80428,183.0,25.0,71.0
80831,175.0,30.0,70.0
81060,190.0,23.0,76.0
81550,178.0,21.0,73.0
81550,178.0,25.0,73.0
81596,188.0,26.0,79.0
81638,185.0,22.0,77.0
81759,183.0,25.0,75.0
81789,181.0,20.0,73.0
81861,175.0,26.0,60.0
81914,172.0,24.0,76.0
82245,180.0,27.0,75.0
82268,178.0,25.0,70.0
82302,186.0,21.0,75.0
82302,186.0,21.0,75.0
82302,186.0,21.0,75.0
82416,186.0,20.0,72.0
82541,173.0,23.0,72.0
82709,196.0,27.0,120.0
82984,171.0,23.0,62.0
83080,180.0,29.0,74.0
83305,185.0,27.0,80.0
83313,188.0,34.0,73.0
83502,187.0,37.0,96.0
83514,180.0,21.0,68.0
83742,187.0,23.0,73.0
83775,160.0,24.0,55.0
83925,186.0,32.0,82.0
84850,187.0,34.0,120.0
85183,183.0,25.0,120.0
85183,183.0,29.0,120.0
85257,184.0,30.0,82.0
85257,184.0,34.0,82.0
85513,177.0,23.0,83.0
85535,193.0,24.0,77.0
85535,193.0,24.0,77.0
85554,191.0,21.0,82.0
85673,182.0,21.0,68.0
85698,178.0,26.0,62.0
85913,190.0,23.0,102.0
85913,190.0,27.0,102.0
86161,180.0,25.0,66.0
86600,174.0,28.0,63.0
86823,184.0,30.0,84.0
86915,184.0,28.0,73.0
86970,184.0,22.0,62.0
87235,196.0,27.0,128.0
87460,182.0,27.0,74.0
87629,177.0,21.0,69.0
87674,190.0,20.0,111.0
87674,190.0,24.0,111.0
87787,195.0,25.0,79.0
88018,177.0,25.0,70.0
88073,192.0,20.0,125.0
88073,192.0,23.0,125.0
88073,192.0,32.0,125.0
88745,178.0,31.0,80.0
88748,191.0,26.0,93.0
88881,184.0,27.0,142.0
88955,192.0,24.0,73.0
89221,170.0,27.0,64.0
89301,191.0,22.0,85.0
89483,185.0,21.0,73.0
90010,186.0,28.0,95.0
90013,191.0,34.0,90.0
90034,179.0,24.0,67.0
90101,173.0,23.0,68.0
90192,183.0,24.0,70.0
