ID,Height
103792,176.0
103820,198.0
103864,167.0
103917,188.0
103933,173.0
104098,193.0
104352,185.0
104592,180.0
104762,180.0
105015,183.0
105164,178.0
105164,178.0
105188,175.0
105429,188.0
105429,188.0
105429,188.0
105434,175.0
105434,175.0
105437,180.0
105640,173.0
106265,184.0
106561,188.0
107033,187.0
107033,187.0
107077,183.0
107151,199.0
107643,193.0
107643,193.0
107733,192.0
107842,201.0
107891,185.0
107982,183.0
108072,183.0
108072,183.0
108127,186.0
108127,186.0
108276,175.0
109034,185.0
109227,193.0
109331,178.0
109404,182.0
109425,188.0
109634,187.0
109824,183.0
109997,178.0
109997,178.0
110125,181.0
110177,177.0
110213,190.0
110229,182.0
110260,185.0
110260,185.0
110388,168.0
110396,183.0
110475,198.0
110477,177.0
110554,175.0
110584,191.0
110729,183.0
110729,183.0
110757,161.0
110868,186.0
111505,200.0
111540,180.0
111662,180.0
111695,186.0
112011,178.0
112011,178.0
112036,180.0
112207,178.0
112238,180.0
112269,187.0
112331,188.0
112387,173.0
112418,191.0
112440,173.0
112543,179.0
112543,179.0
112543,179.0
112772,168.0
112880,175.0
113459,168.0
113472,185.0
113753,187.0
113888,192.0
114323,190.0
114565,180.0
114604,180.0
114611,185.0
114710,180.0
114822,174.0
115115,185.0
115148,178.0
115470,197.0
115486,184.0
115509,198.0
115634,173.0
115697,182.0
116102,181.0
116102,181.0
116191,178.0
116295,179.0
116295,179.0
116641,180.0
117552,184.0
117950,180.0
118133,178.0
118133,178.0
118133,178.0
118215,191.0
118220,196.0
118509,168.0
118510,183.0
118596,194.0
118596,194.0
118633,193.0
118780,188.0
118855,188.0
118855,188.0
118870,188.0
118937,183.0
119106,186.0
119147,174.0
119147,174.0
119229,186.0
119229,186.0
119268,182.0
119667,193.0
119676,187.0
119808,196.0
119898,184.0
119898,184.0
119900,168.0
119949,188.0
119949,188.0
119949,188.0
119961,183.0
120054,188.0
120134,158.0
120203,183.0
120312,186.0
120441,180.0
120451,186.0
120562,184.0
120633,190.0
120781,167.0
121078,187.0
121356,193.0
121412,185.0
121637,188.0
121660,191.0
121660,191.0
122374,163.0
122393,180.0
122439,188.0
122606,188.0
123034,203.0
123205,192.0
123288,178.0
123288,178.0
123628,175.0
123648,190.0
123788,191.0
124002,186.0
124013,172.0
124089,185.0
124089,185.0
124241,191.0
124241,191.0
124804,183.0
125325,189.0
125346,182.0
125359,184.0
125730,175.0
125943,173.0
126301,188.0
126475,181.0
126777,180.0
126777,180.0
126777,180.0
126777,180.0
127190,184.0
127553,186.0
127580,178.0
127973,175.0
127973,175.0
128007,186.0
128033,183.0
128033,183.0
128646,180.0
128675,163.0
128757,188.0
128757,188.0
128757,188.0
128997,184.0
129022,190.0
129022,190.0
129205,178.0
129329,176.0
129329,176.0
129409,178.0
129521,182.0
129523,183.0
129704,191.0
130043,180.0
130059,185.0
130059,185.0
130059,185.0
130278,187.0
130471,193.0
130565,178.0
130582,175.0
130657,178.0
130695,185.0
130725,177.0
130734,183.0
131029,194.0
131029,194.0
131029,194.0
131145,178.0
131283,170.0
131283,170.0
131284,175.0
131336,176.0
131541,188.0
131541,188.0
131609,181.0
131761,195.0
132276,177.0
132469,180.0
132776,175.0
132887,183.0
132960,162.0
132960,162.0
133194,195.0
133202,190.0
133219,194.0
133222,178.0
133222,178.0
133512,175.0
134080,182.0
134080,182.0
134080,182.0
134080,182.0
134712,190.0
134948,173.0
135042,172.0
135095,192.0
135164,186.0
135313,190.0
135313,190.0
135313,190.0
135409,175.0
