ID,Height
48312,170.0
48429,178.0
48492,185.0
48540,183.0
48683,178.0
48733,172.0
48733,172.0
48896,170.0
49030,188.0
49081,192.0
49220,175.0
49428,182.0
49470,176.0
49603,186.0
49677,186.0
49751,174.0
49776,181.0
49795,175.0
49815,175.0
50067,183.0
50260,186.0
50318,178.0
50328,178.0
50593,190.0
50594,186.0
50832,170.0
51637,190.0
51708,173.0
51723,176.0
51748,173.0
51754,185.0
51757,164.0
51786,183.0
51812,195.0
51812,195.0
52068,170.0
52231,170.0
52259,196.0
52275,170.0
52324,187.0
52592,170.0
52631,174.0
53027,186.0
53064,183.0
53190,183.0
53439,167.0
53460,175.0
53626,184.0
53644,182.0
53703,181.0
53854,183.0
53939,188.0
54107,185.0
54146,173.0
54167,178.0
54180,174.0
54180,174.0
54463,191.0
54760,172.0
54831,178.0
54866,191.0
55039,187.0
55323,178.0
55414,178.0
55414,178.0
55438,177.0
55646,178.0
55726,180.0
55950,160.0
55960,167.0
56007,168.0
56226,183.0
56247,172.0
56266,173.0
56332,170.0
56455,183.0
57011,175.0
57145,179.0
57280,196.0
57311,162.0
57331,186.0
57370,197.0
57500,190.0
57577,194.0
57714,198.0
57743,188.0
57759,184.0
57763,169.0
57864,191.0
58025,180.0
58144,174.0
58360,186.0
58371,177.0
58423,165.0
58446,176.0
58561,180.0
59106,174.0
59112,165.0
59114,167.0
59165,183.0
59343,185.0
59494,175.0
59527,185.0
59532,182.0
59999,167.0
59999,167.0
60543,188.0
60543,188.0
60578,176.0
60617,185.0
60710,185.0
60781,177.0
60820,170.0
61020,170.0
61020,170.0
61117,175.0
61711,183.0
61737,180.0
61834,178.0
61877,170.0
61913,186.0
61934,175.0
62019,175.0
62094,183.0
62104,176.0
62118,182.0
62130,187.0
62741,178.0
62760,170.0
62799,189.0
62932,168.0
63290,188.0
63338,183.0
63394,163.0
63438,178.0
63763,190.0
63884,184.0
63917,187.0
64232,181.0
64291,189.0
64482,178.0
64558,178.0
64558,178.0
64777,189.0
65132,165.0
65333,168.0
65602,166.0
65617,178.0
65633,186.0
65729,190.0
65779,180.0
65805,180.0
65913,174.0
65994,182.0
66010,186.0
66010,186.0
66197,172.0
66590,182.0
66744,178.0
66791,189.0
67777,160.0
67826,180.0
67868,185.0
67941,178.0
68153,174.0
68951,181.0
68992,175.0
69036,178.0
69092,183.0
69154,176.0
69155,178.0
69185,180.0
69227,173.0
69269,183.0
69484,194.0
69782,185.0
69975,175.0
70027,178.0
70081,173.0
70431,183.0
70432,190.0
70474,181.0
70477,168.0
71153,180.0
71197,180.0
71270,185.0
71373,165.0
71412,162.0
71413,171.0
71436,181.0
71450,173.0
71645,190.0
71649,190.0
72189,191.0
72278,181.0
72379,181.0
72409,169.0
72442,175.0
72651,188.0
72703,190.0
73051,183.0
73113,190.0
73134,181.0
73134,181.0
73372,182.0
73468,183.0
73741,180.0
73771,186.0
73897,163.0
73921,174.0
74003,183.0
74049,187.0
74194,181.0
74288,175.0
74333,191.0
74376,170.0
74917,186.0
75011,182.0
75022,184.0
75024,176.0
75051,164.0
75112,175.0
75133,173.0
75487,168.0
75657,180.0
75764,180.0
75870,190.0
76189,173.0
76509,182.0
76530,180.0
76549,177.0
76707,178.0
76742,170.0
76824,195.0
76885,176.0
76980,191.0
77025,190.0
77170,188.0
77171,183.0
77188,187.0
77424,192.0
77435,180.0
77522,178.0
77761,181.0
77957,185.0
77964,183.0
77997,176.0
78045,184.0
78659,181.0
78808,170.0
78998,175.0
79015,177.0
79113,190.0
79289,176.0
79619,190.0
79660,202.0
79757,198.0
79815,175.0
79867,185.0
79916,191.0
79972,183.0
79979,188.0
80220,163.0
80234,162.0
80253,173.0
80253,173.0
80791,188.0
80920,171.0
81061,157.0
81141,172.0
81183,200.0
81278,187.0
81285,179.0
81312,193.0
81326,183.0
81417,169.0
81533,188.0
81726,172.0
81793,180.0
81878,172.0
81953,157.0
81953,157.0
81955,168.0
82021,188.0
82072,175.0
82244,190.0
82354,170.0
82384,168.0
82491,163.0
82544,188.0
82638,188.0
82783,168.0
82889,175.0
83256,207.0
83404,176.0
83405,165.0
83431,188.0
83502,187.0
83520,183.0
83540,185.0
83638,170.0
83677,182.0
83725,175.0
83767,176.0
83790,181.0
83806,158.0
83835,170.0
83839,178.0
83892,174.0
83897,180.0
83993,164.0
84141,198.0
84386,180.0
84912,185.0
84946,180.0
84946,180.0
85078,168.0
85078,168.0
85138,180.0
85196,176.0
85197,183.0
86074,201.0
86133,169.0
86335,172.0
86422,196.0
86472,189.0
86665,181.0
86745,183.0
87236,179.0
87266,168.0
87278,171.0
87283,180.0
87400,190.0
87453,170.0
87477,163.0
87533,194.0
87553,178.0
87558,190.0
87560,191.0
87787,195.0
87787,195.0
88087,183.0
88168,178.0
88470,178.0
88489,173.0
88585,175.0
88826,175.0
88881,184.0
89036,174.0
89070,195.0
89079,172.0
89083,189.0
89135,178.0
89491,182.0
89571,190.0
89660,185.0
89679,177.0
89679,177.0
89679,177.0
89708,166.0
89720,178.0
89729,194.0
89797,177.0
89930,178.0
90028,174.0
90157,191.0
90245,185.0
90421,167.0
90632,190.0
90696,180.0
90741,188.0
91011,171.0
91134,177.0
91295,196.0
91464,173.0
91619,181.0
91711,188.0
92188,182.0
92359,182.0
92359,182.0
92511,186.0
92578,190.0
92839,182.0
92985,180.0
93288,159.0
93399,179.0
93444,190.0
93547,175.0
94122,180.0
94262,183.0
94506,166.0
94777,190.0
94777,190.0
94941,178.0
94974,185.0
95045,165.0
95232,195.0
95420,183.0
95664,201.0
96224,172.0
96271,183.0
96443,187.0
96447,177.0
96647,185.0
96748,167.0
97119,193.0
97229,194.0
97430,194.0
97480,188.0
97610,183.0
97645,180.0
97661,175.0
97742,176.0
97931,186.0
98245,178.0
98251,188.0
98533,172.0
98597,183.0
98635,170.0
98658,172.0
98735,172.0
98804,182.0
98889,185.0
98935,180.0
99086,163.0
99244,183.0
99493,183.0
99724,196.0
99878,175.0
100240,167.0
100388,190.0
100669,188.0
100682,199.0
100861,173.0
100883,182.0
101083,185.0
101381,180.0
101413,187.0
101512,175.0
101540,172.0
101552,188.0
101747,173.0
101841,190.0
101989,190.0
102164,188.0
102188,175.0
102332,178.0
102332,178.0
102501,170.0
102796,186.0
102887,165.0
103378,178.0
103565,170.0
103672,183.0
103759,182.0
104036,178.0
104058,185.0
104342,173.0
104343,180.0
104360,191.0
104360,191.0
104398,183.0
104430,166.0
104580,187.0
104592,180.0
104622,169.0
104850,174.0
104867,180.0
104925,172.0
104954,171.0
105132,178.0
105154,176.0
105154,176.0
105393,191.0
105393,191.0
105430,196.0
105436,188.0
105508,188.0
105508,188.0
105524,183.0
105528,186.0
105651,172.0
105683,172.0
105753,174.0
105756,176.0
105803,188.0
105857,180.0
106016,175.0
106128,183.0
106200,187.0
106268,192.0
106334,183.0
106440,189.0
106742,183.0
106960,180.0
107435,171.0
107469,191.0
107842,201.0
107942,188.0
108017,187.0
108098,175.0
108147,185.0
108154,178.0
108276,175.0
108481,176.0
108588,170.0
108892,168.0
108938,193.0
109112,166.0
109313,182.0
109943,178.0
109997,178.0
110177,177.0
110229,182.0
110457,165.0
110473,181.0
110497,173.0
110511,176.0
110584,191.0
110598,172.0
110761,179.0
110799,180.0
110985,187.0
111009,191.0
111076,173.0
111108,172.0
111145,168.0
111311,178.0
111521,185.0
111850,187.0
111853,183.0
111885,201.0
112097,178.0
112196,193.0
112215,188.0
112256,173.0
112609,168.0
112699,185.0
112711,185.0
112711,185.0
112750,200.0
112903,170.0
112969,171.0
113307,191.0
113521,168.0
113694,183.0
114019,181.0
114095,175.0
114202,186.0
114444,180.0
114500,181.0
114675,167.0
115380,181.0
115380,181.0
115381,188.0
115457,175.0
115463,179.0
115732,183.0
115785,176.0
115788,179.0
115797,186.0
116132,168.0
116179,174.0
116223,181.0
116285,166.0
116343,190.0
116670,177.0
116724,174.0
117025,195.0
117179,179.0
117211,180.0
117292,175.0
117372,180.0
117447,180.0
117695,176.0
117746,176.0
117747,160.0
117810,178.0
117839,176.0
117950,180.0
117983,186.0
118005,170.0
118054,170.0
118137,192.0
118152,193.0
118189,189.0
118203,172.0
118212,175.0
118458,183.0
118562,168.0
118642,180.0
118845,177.0
118855,188.0
118864,187.0
118968,185.0
119340,180.0
119359,180.0
119635,179.0
119701,170.0
119784,185.0
119795,178.0
119799,186.0
119943,182.0
120022,176.0
120053,190.0
120148,179.0
120203,183.0
120312,186.0
120574,178.0
120621,188.0
120669,167.0
120669,167.0
120795,187.0
121115,178.0
121186,184.0
121464,180.0
121531,182.0
121601,190.0
121800,192.0
121881,168.0
122018,169.0
122068,172.0
122079,187.0
122106,166.0
122139,167.0
122192,189.0
122199,185.0
122465,168.0
122497,183.0
122570,182.0
122613,184.0
122759,183.0
122895,184.0
123142,181.0
123252,184.0
123262,184.0
123416,195.0
123447,174.0
123520,187.0
123538,168.0
123716,172.0
123788,191.0
123962,173.0
123996,186.0
124116,181.0
124120,194.0
124498,192.0
124517,185.0
125141,164.0
125279,162.0
125325,189.0
125565,181.0
125577,173.0
125759,180.0
125885,187.0
125894,173.0
125990,187.0
126147,193.0
126275,179.0
126427,175.0
126502,192.0
126718,174.0
126780,179.0
126808,185.0
127130,182.0
127196,177.0
127441,188.0
127583,188.0
127583,188.0
127596,165.0
127784,170.0
127831,175.0
128088,188.0
128112,183.0
128457,176.0
128842,186.0
128854,172.0
129168,175.0
129404,191.0
129608,173.0
129744,183.0
129795,179.0
130052,189.0
130072,185.0
130214,176.0
130261,179.0
130582,175.0
130940,185.0
131203,157.0
131283,170.0
131665,185.0
131847,173.0
131953,181.0
132022,190.0
132027,184.0
132087,185.0
132177,177.0
132371,178.0
132397,178.0
132490,185.0
132572,177.0
132640,175.0
132651,177.0
132654,191.0
132726,178.0
133067,172.0
133129,175.0
133489,193.0
133525,183.0
133772,180.0
133810,187.0
133855,174.0
133866,175.0
134195,179.0
134278,185.0
134313,185.0
134317,173.0
134373,186.0
134489,186.0
134503,193.0
134528,186.0
134680,172.0
134715,175.0
135110,180.0
135252,180.0
135252,180.0
135271,178.0
135311,193.0
135354,187.0
135434,180.0
86,182.0
359,190.0
379,160.0
923,186.0
1561,180.0
1569,185.0
1569,185.0
1569,185.0
1673,188.0
1734,173.0
1734,173.0
2349,177.0
2469,200.0
2469,200.0
2760,187.0
2861,178.0
2892,180.0
3512,179.0
4517,170.0
4667,175.0
4674,184.0
5149,187.0
5482,178.0
5561,183.0
5702,192.0
5921,174.0
6025,183.0
6123,191.0
6123,191.0
6272,188.0
6389,183.0
6406,199.0
6448,188.0
6594,195.0
6594,195.0
6594,195.0
6642,188.0
6662,173.0
6890,183.0
6890,183.0
6932,175.0
7038,183.0
7038,183.0
7038,183.0
7219,176.0
7430,180.0
7936,180.0
7968,195.0
8058,174.0
8059,172.0
8204,190.0
8243,174.0
8267,173.0
8385,198.0
8385,198.0
8417,181.0
8752,178.0
8789,176.0
9026,191.0
9185,191.0
9343,176.0
9487,165.0
9487,165.0
9490,173.0
9634,191.0
9737,170.0
9848,180.0
10158,188.0
10171,172.0
10907,176.0
11143,195.0
11143,195.0
11145,191.0
11467,177.0
11673,187.0
11684,172.0
11864,181.0
11988,190.0
11988,190.0
11988,190.0
12023,190.0
12086,180.0
12086,180.0
12244,180.0
12244,180.0
12884,167.0
12946,176.0
12946,176.0
13018,173.0
13029,196.0
13029,196.0
13029,196.0
13029,196.0
13071,177.0
13127,183.0
13127,183.0
13131,198.0
13428,180.0
13687,183.0
13691,183.0
13797,187.0
13797,187.0
13797,187.0
14025,167.0
14172,171.0
14383,181.0
14544,190.0
15460,198.0
15473,180.0
15488,178.0
15488,178.0
15488,178.0
15571,180.0
15580,180.0
15669,198.0
15704,176.0
15730,185.0
15930,181.0
15975,183.0
16209,196.0
16430,172.0
16462,182.0
16617,198.0
16677,193.0
16698,183.0
16698,183.0
16721,183.0
16973,188.0
17213,175.0
17213,175.0
17300,175.0
17437,185.0
17437,185.0
17476,179.0
17478,189.0
17478,189.0
17602,179.0
17618,188.0
17737,190.0
17976,170.0
18216,176.0
18404,178.0
18481,191.0
18481,191.0
18655,189.0
18656,178.0
18683,196.0
18740,188.0
18740,188.0
19169,183.0
19335,176.0
19630,183.0
20117,177.0
20133,175.0
20182,175.0
20464,186.0
21313,189.0
21313,189.0
21406,190.0
21550,170.0
21851,178.0
21947,180.0
21954,181.0
21954,181.0
21990,188.0
21990,188.0
22002,180.0
22157,195.0
22162,178.0
22207,175.0
22207,175.0
22327,182.0
22418,188.0
22676,185.0
22676,185.0
22737,183.0
22821,183.0
22821,183.0
22850,185.0
22941,188.0
23482,188.0
23668,186.0
23723,181.0
23735,186.0
23735,186.0
23974,201.0
24043,187.0
24043,187.0
24108,170.0
24252,170.0
24274,180.0
24440,188.0
24635,186.0
24678,178.0
24678,178.0
24684,187.0
24687,174.0
24689,186.0
24731,187.0
24731,187.0
25111,183.0
25157,193.0
25157,193.0
25284,198.0
25631,185.0
25669,203.0
25686,183.0
25690,185.0
25694,190.0
25717,185.0
26135,176.0
26135,176.0
26375,166.0
26509,186.0
26509,186.0
26835,188.0
27193,184.0
27232,175.0
27232,175.0
27323,185.0
27366,175.0
27381,182.0
27965,187.0
27978,192.0
28428,176.0
28539,178.0
28539,178.0
28539,178.0
28753,180.0
28811,175.0
28811,175.0
28834,186.0
29164,173.0
29336,189.0
29366,180.0
29655,180.0
29692,175.0
29947,183.0
29947,183.0
29966,187.0
30097,196.0
30097,196.0
30123,175.0
30135,188.0
30135,188.0
30313,191.0
30551,185.0
30642,180.0
30661,195.0
31019,186.0
31122,168.0
31205,186.0
31205,186.0
31487,182.0
31487,182.0
31551,181.0
31552,174.0
31636,188.0
31890,176.0
31890,176.0
32217,190.0
32339,181.0
33177,175.0
33438,183.0
33457,180.0
33457,180.0
33507,187.0
33537,183.0
33547,180.0
33597,184.0
33598,182.0
33690,175.0
34012,175.0
34012,175.0
34012,175.0
34012,175.0
34151,172.0
34208,175.0
34814,175.0
35268,167.0
35268,167.0
36039,172.0
36356,199.0
36401,193.0
36415,178.0
36669,183.0
36880,170.0
36911,184.0
36911,184.0
36933,180.0
36994,173.0
36996,183.0
36996,183.0
37026,177.0
37034,192.0
37083,182.0
37413,187.0
37733,164.0
38252,172.0
38252,172.0
38508,189.0
38583,182.0
38590,177.0
38712,181.0
38737,186.0
38753,193.0
39029,181.0
39035,186.0
39035,186.0
39035,186.0
39035,186.0
39066,186.0
39163,191.0
39288,180.0
39290,171.0
39291,165.0
39472,174.0
39780,182.0
40155,184.0
40265,183.0
40969,193.0
41634,175.0
41634,175.0
41788,184.0
41810,179.0
41810,179.0
41888,170.0
41952,188.0
42158,191.0
42211,178.0
42289,178.0
42296,178.0
42662,173.0
42662,173.0
42668,183.0
42669,176.0
42669,176.0
42669,176.0
42993,188.0
43065,175.0
43490,172.0
43949,200.0
44091,175.0
44473,186.0
44935,178.0
44993,183.0
44998,183.0
45004,183.0
45314,189.0
45391,180.0
45391,180.0
45590,187.0
45819,184.0
45967,196.0
45972,178.0
46063,190.0
46159,183.0
46180,185.0
46180,185.0
46193,188.0
46193,188.0
46209,178.0
46251,178.0
46275,207.0
46638,185.0
46638,185.0
46839,183.0
47464,160.0
47515,187.0
47578,183.0
47664,189.0
47664,189.0
47692,185.0
48173,178.0
48484,179.0
48536,181.0
48560,186.0
48689,180.0
48696,183.0
49109,182.0
49204,185.0
49218,170.0
49328,182.0
49368,191.0
49611,178.0
49611,178.0
49812,187.0
50310,185.0
51525,175.0
51632,197.0
51754,185.0
52716,186.0
52755,164.0
52899,171.0
53094,173.0
53098,182.0
53492,180.0
53493,181.0
53825,178.0
53904,182.0
54001,207.0
54094,175.0
54164,183.0
54241,187.0
54269,186.0
54269,186.0
54297,188.0
54652,180.0
54697,180.0
54919,170.0
55323,178.0
55335,177.0
55335,177.0
55361,176.0
55361,176.0
55396,180.0
55420,185.0
55430,183.0
55430,183.0
55430,183.0
55430,183.0
55444,190.0
55444,190.0
55644,179.0
55653,180.0
55667,180.0
55685,183.0
55688,180.0
55696,183.0
56084,186.0
56170,190.0
56308,195.0
56327,185.0
56327,185.0
56712,185.0
56913,184.0
57275,184.0
57280,196.0
57370,197.0
57950,177.0
58042,184.0
58067,183.0
58251,183.0
58283,176.0
58343,158.0
58366,166.0
58429,173.0
58429,173.0
58429,173.0
58429,173.0
58444,196.0
58614,167.0
58688,185.0
58796,183.0
58843,180.0
58959,178.0
60400,173.0
60449,184.0
60449,184.0
60492,180.0
60514,185.0
60514,185.0
60589,167.0
60589,167.0
60596,185.0
60610,190.0
60617,185.0
60619,182.0
60620,178.0
60620,178.0
60623,175.0
60624,167.0
60628,175.0
60686,178.0
60779,177.0
60833,178.0
60939,172.0
61238,185.0
61363,187.0
61403,192.0
61554,166.0
61753,183.0
61879,180.0
61935,170.0
62104,176.0
62173,175.0
62308,196.0
62530,183.0
62790,172.0
62796,196.0
62932,168.0
62932,168.0
62932,168.0
62948,175.0
62972,170.0
63394,163.0
63428,204.0
63438,178.0
63807,186.0
63875,191.0
63882,172.0
64019,180.0
64019,180.0
64151,189.0
64326,203.0
64342,190.0
64469,172.0
64700,183.0
64793,190.0
64805,184.0
64805,184.0
64805,184.0
65024,179.0
65181,170.0
65286,172.0
65286,172.0
65295,190.0
65402,185.0
65402,185.0
65542,194.0
65568,185.0
65654,185.0
65654,185.0
65789,187.0
65925,172.0
65978,180.0
66002,164.0
66192,178.0
66358,182.0
66654,189.0
66747,186.0
66747,186.0
66790,183.0
66916,178.0
66916,178.0
67233,177.0
67233,177.0
67308,171.0
67392,188.0
67640,183.0
67787,167.0
68394,183.0
68525,176.0
68610,190.0
68695,179.0
68787,173.0
69210,188.0
69210,188.0
69210,188.0
69210,188.0
69210,188.0
69210,188.0
69210,188.0
69259,188.0
69259,188.0
69259,188.0
69269,183.0
69854,175.0
70201,174.0
70477,168.0
70532,183.0
70538,180.0
70653,188.0
70785,178.0
70785,178.0
70785,178.0
71196,193.0
71196,193.0
71237,175.0
71298,167.0
71719,189.0
72208,190.0
72278,181.0
72337,190.0
72466,180.0
72466,180.0
72466,180.0
72770,178.0
72770,178.0
73021,187.0
73572,174.0
73758,204.0
73810,184.0
73817,192.0
73857,170.0
73857,170.0
73857,170.0
74084,182.0
74297,191.0
74452,171.0
74659,165.0
75163,183.0
75163,183.0
75187,174.0
75189,185.0
75388,178.0
75388,178.0
75388,178.0
75753,176.0
75783,183.0
75800,185.0
76200,165.0
76409,190.0
76433,178.0
76533,188.0
76533,188.0
76534,200.0
76534,200.0
76682,188.0
76946,192.0
76987,186.0
77030,176.0
77152,193.0
77152,193.0
77391,183.0
77405,178.0
77470,183.0
77475,175.0
77519,183.0
77519,183.0
77522,178.0
77654,183.0
77654,183.0
77680,185.0
77680,185.0
77680,185.0
77761,181.0
77877,180.0
77950,181.0
78155,180.0
78347,190.0
78347,190.0
78746,180.0
78746,180.0
78746,180.0
78834,175.0
78962,188.0
78964,191.0
78964,191.0
78964,191.0
79106,188.0
79272,175.0
79568,175.0
79596,183.0
79608,178.0
79633,183.0
79774,183.0
79780,195.0
79871,179.0
79880,168.0
79915,183.0
79928,180.0
79970,180.0
79973,175.0
80066,170.0
80066,170.0
80066,170.0
80204,178.0
80287,193.0
80399,175.0
80399,175.0
80399,175.0
80419,185.0
81060,190.0
81312,193.0
81312,193.0
81555,172.0
81596,188.0
81638,185.0
81789,181.0
81861,175.0
81914,172.0
82147,165.0
82245,180.0
82268,178.0
82302,186.0
82302,186.0
82302,186.0
82416,186.0
82416,186.0
82416,186.0
82541,173.0
82709,196.0
82984,171.0
83080,180.0
83313,188.0
83453,178.0
83502,187.0
83502,187.0
83738,168.0
83775,160.0
84850,187.0
85178,183.0
85183,183.0
85183,183.0
85257,184.0
85513,177.0
85535,193.0
85567,175.0
85567,175.0
85673,182.0
85698,178.0
85913,190.0
86174,182.0
86319,191.0
86581,175.0
86592,176.0
86600,174.0
86600,174.0
86915,184.0
86915,184.0
86955,178.0
87455,170.0
87455,170.0
87460,182.0
87674,190.0
87674,190.0
87674,190.0
87787,195.0
88073,192.0
88073,192.0
88073,192.0
88745,178.0
88748,191.0
89221,170.0
90010,186.0
90013,191.0
90034,179.0
90101,173.0
90192,183.0
90192,183.0
90922,184.0
91361,196.0
91711,188.0
91787,188.0
91841,193.0
91841,193.0
91875,185.0
92134,183.0
92136,185.0
92406,183.0
92691,174.0
92988,165.0
93329,167.0
93365,172.0
93486,178.0
93751,181.0
93839,189.0
94343,177.0
94459,188.0
94469,185.0
94531,186.0
94650,175.0
94696,185.0
94777,190.0
94941,178.0
95110,172.0
95110,172.0
95140,188.0
95562,178.0
95602,171.0
96301,190.0
96598,201.0
96625,188.0
96625,188.0
96628,188.0
96628,188.0
96644,170.0
97822,175.0
97832,183.0
97880,181.0
97925,180.0
98143,180.0
98143,180.0
98608,200.0
98650,178.0
98959,188.0
99139,190.0
99139,190.0
99583,181.0
99583,181.0
99727,173.0
99753,180.0
99753,180.0
99796,178.0
99895,173.0
100097,184.0
100254,193.0
100268,185.0
100317,178.0
100317,178.0
100388,190.0
100388,190.0
100464,174.0
100480,178.0
100480,178.0
100480,178.0
100537,188.0
100548,178.0
100629,178.0
100682,199.0
100682,199.0
100730,187.0
101258,185.0
101290,173.0
101292,188.0
101412,188.0
101439,175.0
101474,178.0
101483,191.0
101577,185.0
101594,188.0
101660,195.0
102024,192.0
102421,162.0
102439,198.0
102919,192.0
102963,198.0
103041,183.0
103120,177.0
103273,180.0
103274,190.0
103528,181.0
103528,181.0
103597,174.0
103685,185.0
103686,188.0
103723,189.0
