,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Height_div_avg,Weight_div_avg,Age_div_avg,MedalEarned
139712,70144,Harold Blaine Lindgren,M,25.0,190.0,92.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,Silver,11.45,19.54,-0.3,1
139722,70148,"Gerald Paul ""Gerry"" Lindgren",M,18.0,167.0,54.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",,-11.55,-18.46,-7.3,0
139805,70192,Antero Johannes Lindman,M,31.0,183.0,68.0,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,,1.94,-7.31,5.05,0
139823,70201,Dieter Lindner,M,23.0,174.0,66.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 20 kilometres Walk,,-4.47,-6.44,-2.05,0
139824,70201,Dieter Lindner,M,27.0,174.0,66.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 20 kilometres Walk,Silver,-4.55,-6.46,1.7,1
139831,70205,"Johann ""Hans"" Lindner",M,25.0,189.0,110.0,Austria,AUT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Hammer Throw,,9.81,38.38,0.28,0
139832,70205,"Johann ""Hans"" Lindner",M,29.0,189.0,110.0,Austria,AUT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Hammer Throw,,9.32,36.93,3.7,0
139833,70205,"Johann ""Hans"" Lindner",M,33.0,189.0,110.0,Austria,AUT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Hammer Throw,,8.68,36.15,7.4,0
139879,70233,Carol Oskar Eugen Lindroos,M,30.0,187.0,98.5,Finland,FIN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,,8.53,26.06,4.95,0
139900,70249,Howard Andrew Lindsay,M,18.0,178.0,64.0,Antigua and Barbuda,ANT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,,-1.19,-7.62,-6.72,0
139901,70249,Howard Andrew Lindsay,M,23.0,178.0,64.0,Antigua and Barbuda,ANT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,,-1.68,-9.07,-2.3,0
139902,70249,Howard Andrew Lindsay,M,23.0,178.0,64.0,Antigua and Barbuda,ANT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,-1.68,-9.07,-2.3,0
139903,70249,Howard Andrew Lindsay,M,23.0,178.0,64.0,Antigua and Barbuda,ANT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,-1.68,-9.07,-2.3,0
139904,70249,Howard Andrew Lindsay,M,30.0,178.0,64.0,Antigua and Barbuda,ANT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,,-3.06,-11.31,4.05,0
139906,70251,"Michael Robert ""Mike"" Lindsay",M,21.0,189.0,113.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Shot Put,,10.53,40.56,-4.05,0
139907,70251,"Michael Robert ""Mike"" Lindsay",M,21.0,189.0,113.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,,10.53,40.56,-4.05,0
139908,70251,"Michael Robert ""Mike"" Lindsay",M,25.0,189.0,113.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Shot Put,,10.45,40.54,-0.3,0
140042,70310,Mikhail Innokentyevich Linge,M,21.0,179.0,69.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,-0.5,-3.07,-3.86,1
140057,70317,Hermann Lingnau,M,23.0,192.0,107.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Shot Put,,13.53,34.56,-2.05,0
140063,70320,Marco Lingua,M,30.0,177.0,116.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Hammer Throw,,-4.57,39.27,3.82,0
140064,70320,Marco Lingua,M,38.0,177.0,116.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,,-3.9,41.52,11.39,0
140080,70332,Christopher Linke,M,23.0,191.0,66.0,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 50 kilometres Walk,,9.16,-10.87,-3.29,0
140081,70332,Christopher Linke,M,27.0,191.0,66.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,,10.1,-8.48,0.39,0
140142,70357,Roman Linscheid,M,25.0,185.0,114.0,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Hammer Throw,,3.94,38.69,-0.95,0
140216,70396,Tomasz Lipiec,M,29.0,185.0,72.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 50 kilometres Walk,,3.51,-4.45,2.97,0
140304,70431,Mikhail Sergeyevich Lipsky,M,22.0,183.0,69.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres Hurdles,,1.38,-7.88,-4.17,0
140305,70432,Viktor Ivanovych Lipsnis,M,26.0,190.0,116.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Shot Put,,11.53,43.56,0.95,0
140306,70432,Viktor Ivanovych Lipsnis,M,30.0,190.0,116.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Shot Put,,11.45,43.54,4.7,0
140315,70438,"Martin William ""Marty"" Liquori",M,19.0,183.0,70.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",,3.93,-2.88,-6.23,0
140342,70448,Johan Lisabeth,M,25.0,192.0,80.0,Belgium,BEL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,10.94,4.69,-0.95,0
140352,70457,Piotr Lisek,M,23.0,194.0,92.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,,13.1,17.52,-3.61,0
140357,70460,Davison Lishebo,M,25.0,184.0,73.0,Zambia,ZAM,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres Hurdles,,4.5,0.93,0.14,0
140358,70460,Davison Lishebo,M,25.0,184.0,73.0,Zambia,ZAM,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,,4.5,0.93,0.14,0
140359,70460,Davison Lishebo,M,29.0,184.0,73.0,Zambia,ZAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,4.81,1.38,4.28,0
140392,70471,Pierre Lisk,M,24.0,180.0,80.0,Sierra Leone,SLE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,,-1.06,4.69,-1.95,0
140393,70471,Pierre Lisk,M,24.0,180.0,80.0,Sierra Leone,SLE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,,-1.06,4.69,-1.95,0
140410,70477,Karel Lismont,M,23.0,168.0,62.0,Belgium,BEL,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",,-11.02,-10.84,-2.23,0
140411,70477,Karel Lismont,M,23.0,168.0,62.0,Belgium,BEL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Marathon,Silver,-11.02,-10.84,-2.23,1
140412,70477,Karel Lismont,M,27.0,168.0,62.0,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",,-12.15,-12.64,2.12,0
140413,70477,Karel Lismont,M,27.0,168.0,62.0,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Marathon,Bronze,-12.15,-12.64,2.12,1
140414,70477,Karel Lismont,M,31.0,168.0,62.0,Belgium,BEL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Marathon,,-11.5,-10.07,6.14,0
140415,70477,Karel Lismont,M,35.0,168.0,62.0,Belgium,BEL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,,-11.19,-9.62,10.28,0
140433,70486,"Melvin ""Mel"" Lister, III",M,23.0,188.0,75.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,6.51,-1.45,-3.03,0
140434,70486,"Melvin ""Mel"" Lister, III",M,26.0,188.0,75.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Triple Jump,,6.38,-1.88,-0.17,0
140515,70538,Sergey Nikolayevich Litvinov,M,22.0,180.0,106.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Hammer Throw,Silver,0.5,33.93,-2.86,1
140516,70538,Sergey Nikolayevich Litvinov,M,30.0,180.0,106.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Hammer Throw,Gold,0.32,32.93,4.7,1
140540,70554,Liu Chin-Chiang,M,26.0,175.0,62.0,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's High Jump,,-4.19,-9.62,1.28,0
140554,70564,Liu Feiliang,M,19.0,185.0,65.0,China,CHN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,,3.38,-11.88,-7.17,0
140555,70564,Liu Feiliang,M,23.0,185.0,65.0,China,CHN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Pole Vault,,3.43,-11.73,-3.18,0
140595,70585,Liu Honglin,M,23.0,183.0,72.0,China,CHN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,1.51,-4.45,-3.03,0
140724,70653,Liu Xiang,M,21.0,188.0,74.0,China,CHN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,Gold,6.38,-2.88,-5.17,1
140725,70653,Liu Xiang,M,25.0,188.0,74.0,China,CHN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 110 metres Hurdles,,6.43,-2.73,-1.18,0
140726,70653,Liu Xiang,M,29.0,188.0,74.0,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,6.16,-2.87,2.71,0
140754,70664,Liu Xiaosheng,M,20.0,190.0,77.0,China,CHN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,,8.43,0.27,-6.18,0
140787,70676,Liu Yang,M,18.0,188.0,64.0,China,CHN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,,6.38,-12.88,-8.17,0
140816,70695,Liu Yuhuang,M,25.0,176.0,67.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,,-3.19,-4.62,0.28,0
140821,70699,Liu Yunfeng,M,25.0,173.0,62.0,China,CHN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,,-8.62,-14.88,-1.17,0
140827,70701,Liu Yunpeng,M,21.0,192.0,85.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's High Jump,,12.81,13.38,-3.72,0
140947,70758,Csar Andrs Lizano Cedeo,M,30.0,169.0,60.0,Costa Rica,CRC,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Marathon,,-12.84,-16.87,3.71,0
141025,70785,John Arthur Ljunggren,M,40.0,178.0,59.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 20 kilometres Walk,,-0.47,-13.44,14.95,0
141026,70785,John Arthur Ljunggren,M,40.0,178.0,59.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 50 kilometres Walk,Silver,-0.47,-13.44,14.95,1
141027,70785,John Arthur Ljunggren,M,45.0,178.0,59.0,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 20 kilometres Walk,,-0.55,-13.46,19.7,0
141028,70785,John Arthur Ljunggren,M,45.0,178.0,59.0,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 50 kilometres Walk,,-0.55,-13.46,19.7,0
141096,70812,Luiggy Llanos Cruz,M,25.0,182.0,80.0,Puerto Rico,PUR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0.38,3.12,-1.17,0
141101,70816,Hector Llatser,M,18.0,190.0,80.0,France,FRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,,9.85,5.36,-6.88,0
141102,70816,Hector Llatser,M,26.0,190.0,80.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,10.81,8.38,1.28,0
141127,70827,Jorge Llopart Ribas,M,28.0,167.0,63.0,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 50 kilometres Walk,Silver,-12.5,-9.07,3.14,1
141128,70827,Jorge Llopart Ribas,M,32.0,167.0,63.0,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 50 kilometres Walk,,-12.19,-8.62,7.28,0
141129,70827,Jorge Llopart Ribas,M,36.0,167.0,63.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,,-12.68,-10.07,10.7,0
141146,70838,Juan Lloveras Calvet,M,24.0,180.0,73.0,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres Hurdles,,0.5,0.93,-0.86,0
141149,70841,Andrew Lloyd,M,29.0,174.0,56.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",,-5.68,-17.07,3.7,0
141150,70841,Andrew Lloyd,M,29.0,174.0,56.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",,-5.68,-17.07,3.7,0
141158,70846,Chris Joey Lloyd,M,23.0,173.0,68.0,Dominica,DMA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,-8.62,-8.88,-3.17,0
141159,70846,Chris Joey Lloyd,M,27.0,173.0,68.0,Dominica,DMA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,,-8.57,-8.73,0.82,0
141214,70866,Jos Gerardo L'Oficial Olivero,M,20.0,180.0,77.0,Dominican Republic,DOM,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,0.93,4.12,-5.23,0
141215,70866,Jos Gerardo L'Oficial Olivero,M,20.0,180.0,77.0,Dominican Republic,DOM,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 800 metres,,0.93,4.12,-5.23,0
141216,70866,Jos Gerardo L'Oficial Olivero,M,20.0,180.0,77.0,Dominican Republic,DOM,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,,0.93,4.12,-5.23,0
141318,70921,Tim Lobinger,M,23.0,193.0,86.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Pole Vault,,11.94,10.69,-2.95,0
141319,70921,Tim Lobinger,M,28.0,193.0,86.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Pole Vault,,11.51,9.55,1.97,0
141320,70921,Tim Lobinger,M,31.0,193.0,86.0,Germany,GER,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,,11.38,9.12,4.83,0
141321,70921,Tim Lobinger,M,35.0,193.0,86.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Pole Vault,,11.43,9.27,8.82,0
141351,70935,Lev Alekseyevich Lobodin,M,27.0,188.0,93.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,6.94,17.69,1.05,0
141352,70935,Lev Alekseyevich Lobodin,M,31.0,188.0,93.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,6.51,16.55,4.97,0
141353,70935,Lev Alekseyevich Lobodin,M,35.0,188.0,93.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,6.38,16.12,8.83,0
141450,70972,"Harrison Timothy ""Harry"" Lockhart",M,20.0,180.0,85.0,Bahamas,BAH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,,0.98,12.16,-5.23,0
141541,71010,Volker Lffler,M,22.0,171.0,68.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,,-7.55,-4.46,-3.3,0
141565,71020,Leonardo Loforte,M,27.0,174.0,64.0,Mozambique,MOZ,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,-5.19,-7.62,2.28,0
141566,71020,Leonardo Loforte,M,27.0,174.0,64.0,Mozambique,MOZ,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,,-5.19,-7.62,2.28,0
141595,71037,"Judson Campbell ""Jud"" Logan",M,25.0,193.0,123.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Hammer Throw,,13.81,51.38,0.28,0
141596,71037,"Judson Campbell ""Jud"" Logan",M,29.0,193.0,123.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Hammer Throw,,13.32,49.93,3.7,0
141597,71037,"Judson Campbell ""Jud"" Logan",M,33.0,193.0,123.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Hammer Throw,,12.68,49.15,7.4,0
141598,71037,"Judson Campbell ""Jud"" Logan",M,41.0,193.0,123.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Hammer Throw,,11.51,46.55,14.97,0
141634,71052,Andrey Loginov,M,23.0,183.0,63.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,1.94,-12.31,-2.95,0
141692,71080,Gnther-Gerhard Lohre,M,23.0,191.0,80.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Pole Vault,,10.85,5.36,-1.88,0
141720,71095,Antti Olavi Loikkanen,M,21.0,174.0,60.0,Finland,FIN,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 1,500 metres",,-6.15,-14.64,-3.88,0
141721,71095,Antti Olavi Loikkanen,M,25.0,174.0,60.0,Finland,FIN,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",,-5.5,-12.07,0.14,0
141722,71095,Antti Olavi Loikkanen,M,29.0,174.0,60.0,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,-5.19,-11.62,4.28,0
141723,71095,Antti Olavi Loikkanen,M,29.0,174.0,60.0,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 5,000 metres",,-5.19,-11.62,4.28,0
141767,71122,Konstantinos Lolos,M,22.0,170.0,63.0,Greece,GRE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,,-8.47,-9.44,-3.05,0
141797,71134,Filipe Graca Lomb,M,28.0,186.0,86.0,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,6.32,12.93,2.7,0
141798,71134,Filipe Graca Lomb,M,28.0,186.0,86.0,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,6.32,12.93,2.7,0
141799,71135,Hermann Lomba,M,35.0,180.0,65.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,,-1.06,-10.31,9.05,0
141851,71157,Hygien-Nicaise Lombocko,M,19.0,180.0,69.0,Congo (Brazzaville),CGO,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,0.32,-4.07,-6.3,0
141855,71161,Josef Lomick,M,22.0,181.0,83.0,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,,1.5,10.93,-2.86,0
141864,71167,Marcel Lomnick,M,25.0,177.0,106.0,Slovakia,SVK,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Hammer Throw,,-4.84,29.13,-1.29,0
141865,71167,Marcel Lomnick,M,29.0,177.0,106.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,,-3.9,31.52,2.39,0
141867,71169,Lopez (Lopepe-) Lomong,M,23.0,180.0,69.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",,-1.57,-7.73,-3.18,0
141868,71169,Lopez (Lopepe-) Lomong,M,27.0,180.0,69.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 5,000 metres",,-1.84,-7.87,0.71,0
141886,71179,Nenad Lonar,M,23.0,193.0,84.0,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,,11.38,7.12,-3.17,0
141915,71193,Aric Solomon Long,M,22.0,190.0,92.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,9.68,18.15,-3.6,0
141919,71196,"Dallas Crutcher Long, III",M,20.0,193.0,118.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Shot Put,Bronze,14.53,45.56,-5.05,1
141920,71196,"Dallas Crutcher Long, III",M,24.0,193.0,118.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Shot Put,Gold,14.45,45.54,-1.3,1
141921,71197,"David ""Dave"" Long",M,27.0,180.0,71.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,,0.32,-2.07,1.7,0
141922,71197,"David ""Dave"" Long",M,31.0,180.0,71.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Marathon,,-0.32,-2.85,5.4,0
141965,71216,Omar Jos Longart Rondn,M,21.0,172.0,69.0,Venezuela,VEN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,-9.84,-7.87,-5.29,0
141966,71216,Omar Jos Longart Rondn,M,25.0,172.0,69.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,,-8.9,-5.48,-1.61,0
141973,71222,Clive Citreon Olaf Longe,M,29.0,185.0,90.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,5.93,17.12,3.77,0
141982,71227,Benjamin Longiros,M,25.0,170.0,55.0,Uganda,UGA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,,-9.68,-18.07,-0.3,0
141989,71230,Andrea Longo,M,25.0,191.0,83.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,,9.51,6.55,-1.03,0
141990,71230,Andrea Longo,M,29.0,191.0,83.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,,9.38,6.12,2.83,0
142016,71237,Thomas Pkemei Longosiwa,M,26.0,175.0,57.0,Kenya,KEN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 5,000 metres",,-6.57,-19.73,-0.18,0
142017,71237,Thomas Pkemei Longosiwa,M,30.0,175.0,57.0,Kenya,KEN,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 5,000 metres",Bronze,-6.84,-19.87,3.71,1
142052,71254,Stig Johan Lnnqvist,M,23.0,195.0,78.5,Finland,FIN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,,15.98,5.66,-2.23,0
142053,71254,Stig Johan Lnnqvist,M,27.0,195.0,78.5,Finland,FIN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,,14.85,3.86,2.12,0
142067,71263,Loo Kum Zee,M,21.0,176.0,58.0,Malaysia,MAS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's High Jump,,-5.06,-17.31,-4.95,0
142080,71270,Laurens Christiaan Looije,M,23.0,185.0,75.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Pole Vault,,3.94,-0.31,-2.95,0
142127,71298,Carlos Alberto de Sousa Lopes,M,25.0,167.0,55.0,Portugal,POR,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 5,000 metres",,-12.02,-17.84,-0.23,0
142128,71298,Carlos Alberto de Sousa Lopes,M,25.0,167.0,55.0,Portugal,POR,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",,-12.02,-17.84,-0.23,0
142129,71298,Carlos Alberto de Sousa Lopes,M,29.0,167.0,55.0,Portugal,POR,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",Silver,-13.15,-19.64,4.12,1
142130,71298,Carlos Alberto de Sousa Lopes,M,37.0,167.0,55.0,Portugal,POR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,Gold,-12.19,-16.62,12.28,1
142160,71319,Alberto Lpez Davila,M,21.0,175.0,68.0,Guatemala,GUA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,-4.19,-3.62,-3.72,0
142161,71319,Alberto Lpez Davila,M,21.0,175.0,68.0,Guatemala,GUA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,,-4.19,-3.62,-3.72,0
142196,71338,"Daniel ""Danny"" Lopez",M,23.0,175.0,63.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 3,000 metres Steeplechase",,-5.32,-10.85,-2.6,0
142266,71369,Hctor Lpez,M,19.0,182.0,74.0,Venezuela,VEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 800 metres,,2.98,1.16,-6.23,0
142270,71373,Hiplito Lpez,M,24.0,165.0,57.0,Honduras,HON,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Marathon,,-15.15,-17.64,-0.88,0
142272,71375,Hugo L. Lpez Prez,M,23.0,152.0,54.0,Guatemala,GUA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,,-29.06,-21.31,-2.95,0
142325,71405,Kevin Lpez Yerga,M,22.0,171.0,56.0,Spain,ESP,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 800 metres,,-10.84,-20.87,-4.29,0
142326,71405,Kevin Lpez Yerga,M,26.0,171.0,56.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,,-9.9,-18.48,-0.61,0
142343,71412,Lus Alfonso Lpez Menjivar,M,22.0,162.0,54.0,El Salvador,ESA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,,-18.9,-20.48,-4.61,0
142344,71413,Luis Guillermo Lpez Roger,M,39.0,171.0,60.0,Costa Rica,CRC,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,,-8.68,-13.07,13.7,0
142345,71413,Luis Guillermo Lpez Roger,M,43.0,171.0,60.0,Costa Rica,CRC,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Marathon,,-9.32,-13.85,17.4,0
